# time  ID  size  fromHost  toHost  TTL  isResponse
2596.6134 M1318 1842340 dtn2_15 ADB2 140 N 
2597.5090 M1319 1178016 dtn2_13 ADB2 140 N 
2599.0277 M1320 2594320 dtn1_8 ADB2 140 N 
2599.9888 M1321 1357994 dtn2_14 ADB2 140 N 
2600.1888 M1322 1194881 dtn1_6 ADB2 140 N 
2600.3739 M1323 1178347 dtn1_6 ADB2 140 N 
2606.2060 M1324 1949412 dtn2_15 ADB2 140 N 
2608.4207 M1325 1074995 dtn1_10 ADB2 140 N 
2609.8075 M1326 1724819 dtn1_8 ADB2 140 N 
2611.1197 M1327 1800859 dtn1_9 ADB2 140 N 
2611.1792 M1328 1040317 dtn2_12 ADB2 140 N 
2614.7408 M1329 2452566 dtn1_8 ADB2 140 N 
2616.0352 M1330 2454296 dtn1_7 ADB2 140 N 
2620.6400 M1331 1772654 dtn2_11 ADB2 140 N 
2624.1163 M1332 2369128 dtn1_6 ADB2 140 N 
2625.4913 M1333 1455256 dtn2_13 ADB2 140 N 
2625.9621 M1334 2344424 dtn1_7 ADB2 140 N 
2630.5925 M1335 2311405 dtn2_14 ADB2 140 N 
2631.0953 M1336 1050845 dtn1_10 ADB2 140 N 
2631.6537 M1337 1106792 dtn1_8 ADB2 140 N 
2635.0997 M1338 2881570 dtn2_14 ADB2 140 N 
2637.0526 M1339 1133644 dtn2_12 ADB2 140 N 
2640.4256 M1340 1959994 dtn2_15 ADB2 140 N 
2640.9250 M1341 1624582 dtn2_11 ADB2 140 N 
2642.0737 M1342 1223151 dtn1_8 ADB2 140 N 
2642.6565 M1343 1745640 dtn1_6 ADB2 140 N 
2644.0756 M1344 1726547 dtn1_6 ADB2 140 N 
2644.3431 M1345 1323163 dtn1_8 ADB2 140 N 
2644.9965 M1346 2825958 dtn1_9 ADB2 140 N 
2645.5739 M1347 1477605 dtn2_12 ADB2 140 N 
2646.0517 M1348 2756334 dtn1_9 ADB2 140 N 
2649.7344 M1349 2852701 dtn2_12 ADB2 140 N 
2652.4339 M1350 2964759 dtn1_8 ADB2 140 N 
2653.7648 M1351 1427050 dtn1_9 ADB2 140 N 
2655.5589 M1352 2078357 dtn1_6 ADB2 140 N 
2658.9663 M1353 1246565 dtn2_14 ADB2 140 N 
2659.4419 M1354 2600619 dtn2_13 ADB2 140 N 
2660.9744 M1355 2257666 dtn1_8 ADB2 140 N 
2661.0474 M1356 1507340 dtn2_15 ADB2 140 N 
2661.7646 M1357 2010263 dtn2_13 ADB2 140 N 
2663.9222 M1358 1227057 dtn2_12 ADB2 140 N 
2664.1186 M1359 1449369 dtn2_15 ADB2 140 N 
2665.2702 M1360 1602794 dtn2_12 ADB2 140 N 
2671.4598 M1361 1297205 dtn2_15 ADB2 140 N 
2672.1962 M1362 1512828 dtn1_6 ADB2 140 N 
2674.4072 M1363 2515608 dtn1_7 ADB2 140 N 
2675.9369 M1364 2677324 dtn1_9 ADB2 140 N 
2678.1742 M1365 2073225 dtn1_6 ADB2 140 N 
2679.6684 M1366 1988529 dtn2_15 ADB2 140 N 
2680.6434 M1367 1900199 dtn1_10 ADB2 140 N 
2681.0388 M1368 2385197 dtn1_8 ADB2 140 N 
2682.7744 M1369 2619829 dtn1_9 ADB2 140 N 
2683.9218 M1370 1663717 dtn1_6 ADB2 140 N 
2684.3494 M1371 2537349 dtn1_9 ADB2 140 N 
2685.5789 M1372 2165209 dtn1_9 ADB2 140 N 
2686.2553 M1373 2454305 dtn2_14 ADB2 140 N 
2688.5212 M1374 2195051 dtn2_13 ADB2 140 N 
2689.6668 M1375 1492109 dtn2_11 ADB2 140 N 
2691.8005 M1376 2849288 dtn2_13 ADB2 140 N 
2695.3617 M1377 2572808 dtn1_10 ADB2 140 N 
2702.8142 M1378 1977012 dtn2_12 ADB2 140 N 
2705.7699 M1379 1928528 dtn2_11 ADB2 140 N 
2706.8825 M1380 1825679 dtn1_6 ADB2 140 N 
2707.1184 M1381 1900071 dtn2_14 ADB2 140 N 
2714.5709 M1382 1766488 dtn1_10 ADB2 140 N 
2718.2856 M1383 2812754 dtn1_10 ADB2 140 N 
2719.4385 M1384 2205882 dtn1_7 ADB2 140 N 
2720.4649 M1385 1477771 dtn1_6 ADB2 140 N 
2720.5751 M1386 2807481 dtn1_6 ADB2 140 N 
2721.6421 M1387 2285932 dtn1_7 ADB2 140 N 
2722.7781 M1388 2453181 dtn2_11 ADB2 140 N 
2727.1449 M1389 1824126 dtn1_9 ADB2 140 N 
2729.4155 M1390 1695439 dtn2_13 ADB2 140 N 
2730.8803 M1391 2497348 dtn2_13 ADB2 140 N 
2732.0048 M1392 2656338 dtn2_15 ADB2 140 N 
2732.2815 M1393 2057879 dtn1_10 ADB2 140 N 
2733.3616 M1394 2754439 dtn2_14 ADB2 140 N 
2735.0293 M1395 1269108 dtn1_9 ADB2 140 N 
2737.6327 M1396 1991525 dtn2_13 ADB2 140 N 
2738.7697 M1397 2114531 dtn2_12 ADB2 140 N 
2740.2815 M1398 1528013 dtn1_8 ADB2 140 N 
2740.4260 M1399 1997117 dtn2_12 ADB2 140 N 
2742.0115 M1400 2183282 dtn1_8 ADB2 140 N 
2743.4899 M1401 1050171 dtn2_12 ADB2 140 N 
2743.7146 M1402 1115185 dtn2_13 ADB2 140 N 
2749.7775 M1403 1015918 dtn2_13 ADB2 140 N 
2756.5009 M1404 1898359 dtn1_9 ADB2 140 N 
2758.5471 M1405 1225004 dtn1_10 ADB2 140 N 
2759.6732 M1406 1748270 dtn2_13 ADB2 140 N 
2760.3044 M1407 2186718 dtn1_6 ADB2 140 N 
2760.4289 M1408 1802637 dtn1_9 ADB2 140 N 
2762.5198 M1409 1016197 dtn1_7 ADB2 140 N 
2762.8109 M1410 1599247 dtn1_8 ADB2 140 N 
2765.0952 M1411 2900362 dtn2_14 ADB2 140 N 
2765.8269 M1412 2995738 dtn1_7 ADB2 140 N 
2767.8305 M1413 2099337 dtn2_15 ADB2 140 N 
2769.0487 M1414 2129266 dtn2_13 ADB2 140 N 
2771.2499 M1415 1510869 dtn2_15 ADB2 140 N 
2771.9502 M1416 1653418 dtn2_14 ADB2 140 N 
2772.2751 M1417 1953081 dtn1_7 ADB2 140 N 
2776.5348 M1418 1442039 dtn2_13 ADB2 140 N 
2777.5362 M1419 2745443 dtn2_13 ADB2 140 N 
2777.9641 M1420 1277796 dtn2_14 ADB2 140 N 
2781.2229 M1421 2202564 dtn1_9 ADB2 140 N 
2781.2620 M1422 1544186 dtn2_12 ADB2 140 N 
2786.7927 M1423 2711705 dtn2_13 ADB2 140 N 
2786.8598 M1424 2956832 dtn1_7 ADB2 140 N 
2787.0205 M1425 1791766 dtn2_14 ADB2 140 N 
2787.3085 M1426 1036932 dtn1_9 ADB2 140 N 
2788.8664 M1427 2149820 dtn1_7 ADB2 140 N 
2789.1899 M1428 2365213 dtn2_15 ADB2 140 N 
2789.3882 M1429 2742019 dtn1_10 ADB2 140 N 
2789.8759 M1430 1830857 dtn2_11 ADB2 140 N 
2790.1166 M1431 1872299 dtn2_13 ADB2 140 N 
2792.6923 M1432 1064536 dtn2_12 ADB2 140 N 
2799.9125 M1433 2229399 dtn2_12 ADB2 140 N 
2802.6904 M1434 1143251 dtn2_11 ADB2 140 N 
2804.3758 M1435 2192835 dtn1_7 ADB2 140 N 
2805.3116 M1436 2056449 dtn1_7 ADB2 140 N 
2806.4304 M1437 1118723 dtn1_10 ADB2 140 N 
2806.5201 M1438 1964996 dtn2_13 ADB2 140 N 
2806.9429 M1439 1736918 dtn1_9 ADB2 140 N 
2810.3320 M1440 1614735 dtn2_15 ADB2 140 N 
2810.9333 M1441 2256814 dtn2_15 ADB2 140 N 
2818.9692 M1442 1586753 dtn2_13 ADB2 140 N 
2820.6022 M1443 1114192 dtn2_15 ADB2 140 N 
2820.9537 M1444 1166715 dtn1_6 ADB2 140 N 
2822.8294 M1445 2470366 dtn2_11 ADB2 140 N 
2824.9559 M1446 2874099 dtn1_9 ADB2 140 N 
2826.4528 M1447 1479662 dtn1_8 ADB2 140 N 
2827.9218 M1448 1165714 dtn1_9 ADB2 140 N 
2831.3817 N14 1000000 ADB2 dtn1_6 140 N 
2831.9981 M1449 1328649 dtn2_14 ADB2 140 N 
2834.2857 M1450 1898927 dtn1_10 ADB2 140 N 
2837.9770 M1451 1498276 dtn1_8 ADB2 140 N 
2838.0615 M1452 1553515 dtn1_8 ADB2 140 N 
2840.5183 M1453 1096005 dtn2_14 ADB2 140 N 
2848.6146 M1454 2764606 dtn1_6 ADB2 140 N 
2851.7702 M1455 2071316 dtn1_8 ADB2 140 N 
2851.9364 M1456 1193856 dtn1_7 ADB2 140 N 
2854.2841 M1457 2539344 dtn2_11 ADB2 140 N 
2856.4347 M1458 2111807 dtn2_15 ADB2 140 N 
2857.5066 M1459 2767149 dtn2_11 ADB2 140 N 
2859.6503 M1460 1163874 dtn1_8 ADB2 140 N 
2860.3291 M1461 2286533 dtn1_7 ADB2 140 N 
2860.9400 M1462 1888305 dtn1_6 ADB2 140 N 
2861.9999 M1463 2645742 dtn1_7 ADB2 140 N 
2862.4532 M1464 1576204 dtn2_15 ADB2 140 N 
2864.3588 M1465 2562916 dtn2_11 ADB2 140 N 
2865.3779 M1466 2202646 dtn2_13 ADB2 140 N 
2865.4663 M1467 2054719 dtn2_13 ADB2 140 N 
2865.9560 M1468 1822689 dtn2_15 ADB2 140 N 
2867.6985 M1469 2057732 dtn2_14 ADB2 140 N 
2868.9702 M1470 2191417 dtn2_15 ADB2 140 N 
2870.7668 M1471 2998385 dtn1_7 ADB2 140 N 
2871.1919 M1472 1201081 dtn1_8 ADB2 140 N 
2873.4802 M1473 2090399 dtn1_10 ADB2 140 N 
2874.0480 M1474 1429912 dtn2_15 ADB2 140 N 
2874.7498 M1475 1423964 dtn1_9 ADB2 140 N 
2875.4322 M1476 2874910 dtn2_13 ADB2 140 N 
2877.1692 M1477 2759299 dtn2_12 ADB2 140 N 
2878.2104 M1478 1378405 dtn1_7 ADB2 140 N 
2882.9366 M1479 2601754 dtn2_13 ADB2 140 N 
2883.1313 M1480 1301917 dtn1_6 ADB2 140 N 
2885.9240 M1481 1701529 dtn2_15 ADB2 140 N 
2887.1480 M1482 2958383 dtn1_10 ADB2 140 N 
2889.4100 M1483 2188524 dtn1_10 ADB2 140 N 
2891.9580 M1484 2906560 dtn1_7 ADB2 140 N 
2892.2240 M1485 1229788 dtn2_14 ADB2 140 N 
2894.1078 M1486 2358311 dtn1_10 ADB2 140 N 
2896.2650 M1487 1588783 dtn1_6 ADB2 140 N 
2896.6146 M1488 1671583 dtn2_12 ADB2 140 N 
2898.8991 M1489 2552288 dtn1_10 ADB2 140 N 
2899.3238 M1490 2123909 dtn1_8 ADB2 140 N 
2899.6198 M1491 2604675 dtn2_12 ADB2 140 N 
2904.2708 M1492 2600990 dtn1_6 ADB2 140 N 
2905.2485 M1493 2295428 dtn2_13 ADB2 140 N 
2905.4380 M1494 1648913 dtn2_14 ADB2 140 N 
2905.4915 M1495 1742082 dtn2_14 ADB2 140 N 
2907.1934 M1496 2584762 dtn2_12 ADB2 140 N 
2922.4850 M1497 1336125 dtn1_7 ADB2 140 N 
2922.9036 M1498 1683782 dtn1_6 ADB2 140 N 
2927.7528 M1499 1137696 dtn1_8 ADB2 140 N 
2927.9848 M1500 2643460 dtn2_12 ADB2 140 N 
2930.4546 M1501 1275145 dtn2_14 ADB2 140 N 
2932.1779 M1502 2791961 dtn1_8 ADB2 140 N 
2932.6323 M1503 2110252 dtn1_10 ADB2 140 N 
2933.0387 M1504 1569336 dtn1_6 ADB2 140 N 
2939.8841 M1505 1393269 dtn2_11 ADB2 140 N 
2940.4189 M1506 2106207 dtn2_14 ADB2 140 N 
2941.1738 M1507 1764331 dtn1_7 ADB2 140 N 
2944.8062 M1508 1679215 dtn1_7 ADB2 140 N 
2945.4480 M1509 2358739 dtn1_6 ADB2 140 N 
2946.0417 M1510 1900629 dtn2_12 ADB2 140 N 
2947.3512 M1511 1467348 dtn2_12 ADB2 140 N 
2948.9236 M1512 2974840 dtn1_8 ADB2 140 N 
2952.6125 M1513 2616708 dtn2_15 ADB2 140 N 
2953.9489 M1514 1637058 dtn1_7 ADB2 140 N 
2954.8839 M1515 2908149 dtn1_9 ADB2 140 N 
2955.6959 M1516 1239501 dtn1_8 ADB2 140 N 
2955.8779 M1517 1783142 dtn1_8 ADB2 140 N 
2956.0073 M1518 1333312 dtn2_11 ADB2 140 N 
2956.2492 M1519 1756392 dtn2_13 ADB2 140 N 
2957.3553 M1520 1507369 dtn2_12 ADB2 140 N 
2958.9889 M1521 2537570 dtn1_8 ADB2 140 N 
2960.2557 M1522 1134369 dtn2_14 ADB2 140 N 
2960.3141 M1523 2098938 dtn2_15 ADB2 140 N 
2960.6953 M1524 1059391 dtn1_7 ADB2 140 N 
2962.6881 M1525 1085213 dtn2_13 ADB2 140 N 
2963.0822 M1526 2689140 dtn1_7 ADB2 140 N 
2963.1405 M1527 1632225 dtn1_9 ADB2 140 N 
2969.0941 M1528 2171277 dtn1_8 ADB2 140 N 
2969.2801 M1529 2052288 dtn1_6 ADB2 140 N 
2969.5622 M1530 2336303 dtn1_10 ADB2 140 N 
2971.3730 M1531 2008353 dtn1_7 ADB2 140 N 
2975.1830 M1532 2584407 dtn2_14 ADB2 140 N 
2975.4908 M1533 1281262 dtn1_9 ADB2 140 N 
2979.0657 M1534 1209967 dtn2_12 ADB2 140 N 
2986.9984 M1535 2550915 dtn1_9 ADB2 140 N 
2987.3921 M1536 1318072 dtn1_9 ADB2 140 N 
2988.2899 M1537 1737675 dtn1_6 ADB2 140 N 
2989.4737 M1538 1959907 dtn1_6 ADB2 140 N 
2992.1891 M1539 1343161 dtn1_9 ADB2 140 N 
2995.3642 M1540 1560154 dtn1_7 ADB2 140 N 
2996.1726 M1541 2253611 dtn2_14 ADB2 140 N 
2997.5759 M1542 1001295 dtn1_6 ADB2 140 N 
2997.6175 M1543 1122457 dtn1_6 ADB2 140 N 
3002.6563 M1544 1427023 dtn2_12 ADB2 140 N 
3003.7068 M1545 1816678 dtn2_14 ADB2 140 N 
3004.0969 M1546 1137845 dtn1_8 ADB2 140 N 
3005.8978 M1547 1024892 dtn2_12 ADB2 140 N 
3007.9016 M1548 1109120 dtn2_12 ADB2 140 N 
3010.1994 M1549 2076606 dtn1_7 ADB2 140 N 
3013.1682 M1550 1906710 dtn1_8 ADB2 140 N 
3019.7762 M1551 2809019 dtn1_6 ADB2 140 N 
3020.7873 M1552 1606217 dtn2_14 ADB2 140 N 
3022.9153 M1553 1946994 dtn1_9 ADB2 140 N 
3028.4783 M1554 2728799 dtn2_11 ADB2 140 N 
3029.1010 M1555 1124686 dtn2_13 ADB2 140 N 
3032.1614 M1556 1096367 dtn1_8 ADB2 140 N 
3033.0309 M1557 2481643 dtn1_6 ADB2 140 N 
3033.5682 M1558 1945960 dtn1_8 ADB2 140 N 
3034.8857 M1559 2858378 dtn2_14 ADB2 140 N 
3038.1345 M1560 1543602 dtn2_13 ADB2 140 N 
3043.8095 M1561 1576585 dtn2_12 ADB2 140 N 
3049.5344 M1562 2862237 dtn1_8 ADB2 140 N 
3058.1919 M1563 1781117 dtn1_7 ADB2 140 N 
3059.0046 M1564 1454660 dtn1_7 ADB2 140 N 
3060.6734 M1565 1222161 dtn2_11 ADB2 140 N 
3061.7321 M1566 2135112 dtn2_13 ADB2 140 N 
3064.6631 M1567 1819760 dtn2_14 ADB2 140 N 
3064.7913 M1568 2909668 dtn1_8 ADB2 140 N 
3064.9296 M1569 2632636 dtn1_9 ADB2 140 N 
3069.4389 M1570 2377839 dtn2_15 ADB2 140 N 
3073.5389 M1571 2533121 dtn2_12 ADB2 140 N 
3075.9573 M1572 2648139 dtn1_8 ADB2 140 N 
3077.2794 M1573 2054631 dtn1_6 ADB2 140 N 
3082.6699 M1574 2377183 dtn1_10 ADB2 140 N 
3089.1333 M1575 1647844 dtn1_6 ADB2 140 N 
3092.1705 M1576 2352716 dtn2_11 ADB2 140 N 
3092.6653 M1577 2860891 dtn1_7 ADB2 140 N 
3098.2096 M1578 1712851 dtn1_9 ADB2 140 N 
3099.8215 M1579 2757437 dtn2_15 ADB2 140 N 
3103.1875 M1580 1485123 dtn1_7 ADB2 140 N 
3105.0735 M1581 1911617 dtn2_14 ADB2 140 N 
3113.9240 M1582 1302965 dtn1_7 ADB2 140 N 
3114.7904 M1583 1774755 dtn1_6 ADB2 140 N 
3114.8524 M1584 1087532 dtn2_14 ADB2 140 N 
3118.3194 M1585 2028205 dtn2_13 ADB2 140 N 
3118.8617 M1586 2550667 dtn1_9 ADB2 140 N 
3121.8465 M1587 2693819 dtn2_12 ADB2 140 N 
3126.0843 M1588 1881308 dtn2_11 ADB2 140 N 
3128.8123 M1589 2260171 dtn2_15 ADB2 140 N 
3129.1352 M1590 2253303 dtn1_6 ADB2 140 N 
3129.8294 M1591 2058486 dtn1_7 ADB2 140 N 
3132.4105 M1592 2674516 dtn2_13 ADB2 140 N 
3134.8114 M1593 1344562 dtn1_9 ADB2 140 N 
3134.9037 M1594 2028125 dtn2_14 ADB2 140 N 
3135.4147 M1595 1217649 dtn1_10 ADB2 140 N 
3135.5841 M1596 2957369 dtn1_8 ADB2 140 N 
3136.8541 M1597 1764811 dtn1_9 ADB2 140 N 
3137.5563 M1598 2108080 dtn1_6 ADB2 140 N 
3139.8874 M1599 2225009 dtn1_9 ADB2 140 N 
3142.0360 M1600 2557288 dtn1_7 ADB2 140 N 
3142.2424 M1601 1622630 dtn1_8 ADB2 140 N 
3142.5594 M1602 1454031 dtn2_13 ADB2 140 N 
3145.7775 M1603 2393473 dtn2_12 ADB2 140 N 
3150.8427 M1604 1866159 dtn2_13 ADB2 140 N 
3154.9418 M1605 1861219 dtn2_11 ADB2 140 N 
3157.2406 M1606 2857360 dtn1_6 ADB2 140 N 
3159.1464 M1607 2284721 dtn1_7 ADB2 140 N 
3160.1810 M1608 1005726 dtn2_15 ADB2 140 N 
3160.5193 M1609 1873280 dtn1_6 ADB2 140 N 
3160.8987 M1610 1010920 dtn2_11 ADB2 140 N 
3161.3761 M1611 2141555 dtn1_10 ADB2 140 N 
3162.1706 M1612 2500740 dtn2_13 ADB2 140 N 
3162.2816 M1613 1336779 dtn2_14 ADB2 140 N 
3162.7417 M1614 1111593 dtn2_13 ADB2 140 N 
3162.7909 M1615 2244380 dtn1_6 ADB2 140 N 
3163.2832 M1616 2004093 dtn1_10 ADB2 140 N 
3164.0351 M1617 1757613 dtn1_6 ADB2 140 N 
3164.3253 M1618 1436274 dtn1_10 ADB2 140 N 
3164.5515 M1619 1544444 dtn2_11 ADB2 140 N 
3166.8171 M1620 2382513 dtn1_8 ADB2 140 N 
3167.5653 M1621 1577625 dtn2_13 ADB2 140 N 
3172.7523 M1622 2456877 dtn1_8 ADB2 140 N 
3173.8733 M1623 1110563 dtn2_13 ADB2 140 N 
3176.6788 M1624 2701984 dtn1_10 ADB2 140 N 
3178.4637 M1625 2245976 dtn2_13 ADB2 140 N 
3182.2041 M1626 2364986 dtn1_8 ADB2 140 N 
3183.9700 M1627 1444410 dtn2_12 ADB2 140 N 
3191.0177 M1628 2059296 dtn2_12 ADB2 140 N 
3191.3406 M1629 1956219 dtn1_7 ADB2 140 N 
3192.1938 M1630 1199283 dtn2_13 ADB2 140 N 
3193.6059 M1631 2362882 dtn2_11 ADB2 140 N 
3194.8152 M1632 2631281 dtn1_9 ADB2 140 N 
3198.7027 M1633 1495397 dtn2_11 ADB2 140 N 
3202.6595 M1634 2999503 dtn1_6 ADB2 140 N 
3207.6109 M1635 2923636 dtn1_8 ADB2 140 N 
3207.8119 M1636 2679664 dtn1_10 ADB2 140 N 
3207.9450 M1637 1342842 dtn2_13 ADB2 140 N 
3209.2345 M1638 1557616 dtn1_7 ADB2 140 N 
3210.6299 M1639 1103741 dtn1_7 ADB2 140 N 
3210.6425 M1640 1067631 dtn1_10 ADB2 140 N 
3214.2339 M1641 1290479 dtn1_8 ADB2 140 N 
3215.1763 M1642 1338304 dtn2_12 ADB2 140 N 
3216.5292 M1643 1449180 dtn2_14 ADB2 140 N 
3219.4463 M1644 2165933 dtn2_13 ADB2 140 N 
3220.4265 M1645 2680759 dtn2_12 ADB2 140 N 
3222.3435 M1646 2854910 dtn2_12 ADB2 140 N 
3224.0563 M1647 1444899 dtn1_10 ADB2 140 N 
3226.5221 M1648 1127785 dtn2_14 ADB2 140 N 
3226.9938 M1649 1632912 dtn1_10 ADB2 140 N 
3231.8975 M1650 2122079 dtn1_7 ADB2 140 N 
3233.3289 M1651 1878223 dtn2_15 ADB2 140 N 
3235.9995 M1652 1306649 dtn1_8 ADB2 140 N 
3238.3266 M1653 1653296 dtn1_10 ADB2 140 N 
3238.9459 M1654 2849176 dtn2_11 ADB2 140 N 
3244.6347 M1655 1792781 dtn2_14 ADB2 140 N 
3246.7867 M1656 2506305 dtn1_10 ADB2 140 N 
3247.5595 M1657 1187480 dtn2_15 ADB2 140 N 
3248.4278 M1658 2099841 dtn2_11 ADB2 140 N 
3251.7884 M1659 2932114 dtn2_15 ADB2 140 N 
3252.4490 M1660 2288615 dtn2_15 ADB2 140 N 
3255.8754 M1661 1798395 dtn1_10 ADB2 140 N 
3256.4043 M1662 1510364 dtn1_6 ADB2 140 N 
3256.9076 M1663 1284638 dtn2_12 ADB2 140 N 
3257.4591 M1664 2065195 dtn2_13 ADB2 140 N 
3258.0977 M1665 1314899 dtn2_13 ADB2 140 N 
3265.0279 M1666 1089980 dtn1_9 ADB2 140 N 
3265.0804 M1667 1397909 dtn1_7 ADB2 140 N 
3265.6325 M1668 2917499 dtn1_7 ADB2 140 N 
3267.7499 M1669 1649800 dtn2_12 ADB2 140 N 
3267.9218 M1670 2771593 dtn1_10 ADB2 140 N 
3269.1246 M1671 2410051 dtn2_14 ADB2 140 N 
3269.8841 M1672 2305644 dtn1_9 ADB2 140 N 
3270.6194 M1673 1189062 dtn2_14 ADB2 140 N 
3274.5152 M1674 1051047 dtn1_7 ADB2 140 N 
3275.6752 M1675 2161971 dtn1_8 ADB2 140 N 
3277.3302 M1676 1752364 dtn2_15 ADB2 140 N 
3278.1386 M1677 1946466 dtn2_14 ADB2 140 N 
3286.5391 M1678 1180607 dtn2_11 ADB2 140 N 
3293.2323 M1679 2613683 dtn1_7 ADB2 140 N 
3293.4569 M1680 1962139 dtn1_6 ADB2 140 N 
3296.6692 M1681 2798449 dtn2_12 ADB2 140 N 
3297.6031 M1682 1841054 dtn1_10 ADB2 140 N 
3301.1534 M1683 2634990 dtn1_6 ADB2 140 N 
3301.2060 N15 1000000 ADB2 dtn2_15 140 N 
3307.7670 M1684 2885506 dtn1_10 ADB2 140 N 
3308.9640 M1685 2990317 dtn1_9 ADB2 140 N 
3312.3419 M1686 1601090 dtn2_14 ADB2 140 N 
3314.4661 M1687 1177902 dtn1_10 ADB2 140 N 
3315.1970 M1688 1918564 dtn1_9 ADB2 140 N 
3317.1364 M1689 2363405 dtn2_15 ADB2 140 N 
3319.0528 M1690 2413437 dtn2_11 ADB2 140 N 
3319.7800 M1691 1315382 dtn2_14 ADB2 140 N 
3321.5500 M1692 1800825 dtn1_7 ADB2 140 N 
3326.4620 M1693 2091688 dtn2_11 ADB2 140 N 
3327.3865 M1694 1462328 dtn2_14 ADB2 140 N 
3330.1018 M1695 1158721 dtn1_6 ADB2 140 N 
3330.2507 M1696 1281217 dtn2_11 ADB2 140 N 
3331.7961 M1697 2047053 dtn1_8 ADB2 140 N 
3335.2483 M1698 1762529 dtn2_12 ADB2 140 N 
3345.3642 M1699 2530082 dtn1_8 ADB2 140 N 
3350.9126 M1700 2412604 dtn1_6 ADB2 140 N 
3351.4691 M1701 1444331 dtn1_7 ADB2 140 N 
3351.7061 M1702 1831015 dtn2_12 ADB2 140 N 
3352.8355 M1703 2789759 dtn1_10 ADB2 140 N 
3352.9493 M1704 1605312 dtn2_15 ADB2 140 N 
3354.6014 M1705 1548064 dtn1_10 ADB2 140 N 
3355.0459 M1706 1115242 dtn2_13 ADB2 140 N 
3355.3100 M1707 2946867 dtn2_12 ADB2 140 N 
3356.1744 M1708 1781227 dtn2_14 ADB2 140 N 
3357.1596 M1709 1439144 dtn2_13 ADB2 140 N 
3361.0571 M1710 1519097 dtn1_8 ADB2 140 N 
3361.2226 M1711 1062216 dtn2_15 ADB2 140 N 
3367.7270 M1712 1174464 dtn2_14 ADB2 140 N 
3368.3735 M1713 1448428 dtn2_14 ADB2 140 N 
3369.5827 M1714 2105852 dtn2_14 ADB2 140 N 
3371.7636 M1715 2366615 dtn2_13 ADB2 140 N 
3373.8215 M1716 1415383 dtn1_6 ADB2 140 N 
3375.8638 M1717 1846444 dtn2_13 ADB2 140 N 
3377.6299 M1718 1095481 dtn1_10 ADB2 140 N 
3381.6160 M1719 1379973 dtn1_10 ADB2 140 N 
3384.1321 M1720 1236788 dtn2_14 ADB2 140 N 
3384.8246 M1721 1558227 dtn2_15 ADB2 140 N 
3384.8749 M1722 1576698 dtn2_15 ADB2 140 N 
3387.9025 M1723 1154146 dtn1_9 ADB2 140 N 
3389.0518 M1724 1438273 dtn1_9 ADB2 140 N 
3389.3156 M1725 2510302 dtn1_8 ADB2 140 N 
3389.6351 M1726 1291987 dtn2_12 ADB2 140 N 
3390.9888 M1727 1267944 dtn1_9 ADB2 140 N 
3392.1558 M1728 2082527 dtn2_12 ADB2 140 N 
3392.6112 M1729 1625072 dtn1_8 ADB2 140 N 
3392.6170 M1730 1929994 dtn1_8 ADB2 140 N 
3393.4484 M1731 1170133 dtn1_8 ADB2 140 N 
3404.6918 M1732 1230111 dtn2_13 ADB2 140 N 
3407.2664 M1733 1826557 dtn2_12 ADB2 140 N 
3407.3006 M1734 1218968 dtn1_9 ADB2 140 N 
3407.4828 M1735 1605038 dtn2_14 ADB2 140 N 
3409.0481 M1736 1890967 dtn1_6 ADB2 140 N 
3410.3941 M1737 2737689 dtn1_10 ADB2 140 N 
3411.7098 M1738 1027924 dtn1_6 ADB2 140 N 
3412.2512 M1739 2506266 dtn2_15 ADB2 140 N 
3415.7271 M1740 2944472 dtn2_14 ADB2 140 N 
3417.9327 M1741 1821156 dtn1_10 ADB2 140 N 
3419.5517 M1742 1627320 dtn2_12 ADB2 140 N 
3423.9182 M1743 2638559 dtn2_11 ADB2 140 N 
3424.9334 M1744 1000068 dtn1_9 ADB2 140 N 
3426.0480 M1745 1340957 dtn2_14 ADB2 140 N 
3426.4495 M1746 2897348 dtn2_12 ADB2 140 N 
3428.5374 M1747 2484612 dtn1_7 ADB2 140 N 
3428.6306 M1748 2160132 dtn1_8 ADB2 140 N 
3428.8700 M1749 1630665 dtn2_15 ADB2 140 N 
3429.2048 M1750 1191943 dtn2_14 ADB2 140 N 
3429.4966 M1751 2617099 dtn1_8 ADB2 140 N 
3430.0365 M1752 1373406 dtn1_9 ADB2 140 N 
3434.2725 M1753 2771590 dtn1_6 ADB2 140 N 
3437.3592 M1754 1962436 dtn2_15 ADB2 140 N 
3445.7550 M1755 2986194 dtn2_14 ADB2 140 N 
3446.2986 M1756 1557805 dtn1_9 ADB2 140 N 
3448.8246 M1757 2102776 dtn2_12 ADB2 140 N 
3450.1252 M1758 1236921 dtn2_15 ADB2 140 N 
3452.2685 M1759 1018126 dtn1_8 ADB2 140 N 
3461.9282 M1760 2646835 dtn1_8 ADB2 140 N 
3461.9313 M1761 1444055 dtn1_9 ADB2 140 N 
3463.1302 M1762 2411651 dtn1_8 ADB2 140 N 
3465.8300 M1763 1732715 dtn1_7 ADB2 140 N 
3467.0366 M1764 2035345 dtn2_15 ADB2 140 N 
3484.3100 M1765 1446171 dtn1_6 ADB2 140 N 
