# time  ID  size  fromHost  toHost  TTL  isResponse
6762.5412 M3473 1285823 dtn1_8 ADB2 140 N 
6765.4146 M3474 1658825 dtn1_6 ADB2 140 N 
6767.5524 M3475 2715837 dtn2_15 ADB2 140 N 
6767.8485 M3476 1507358 dtn2_15 ADB2 140 N 
6768.0227 M3477 1613187 dtn1_6 ADB2 140 N 
6768.4500 M3478 2230664 dtn1_7 ADB2 140 N 
6769.3675 M3479 1464264 dtn1_6 ADB2 140 N 
6769.9030 M3480 2110511 dtn2_14 ADB2 140 N 
6770.2992 M3481 1487954 dtn1_7 ADB2 140 N 
6770.6638 M3482 1043959 dtn1_9 ADB2 140 N 
6773.3625 M3483 2159442 dtn1_10 ADB2 140 N 
6773.9606 M3484 2394808 dtn2_11 ADB2 140 N 
6776.3754 M3485 1393228 dtn2_14 ADB2 140 N 
6776.4692 M3486 1500455 dtn2_12 ADB2 140 N 
6777.8205 M3487 1757915 dtn2_11 ADB2 140 N 
6779.6090 M3488 1726842 dtn1_10 ADB2 140 N 
6781.4250 M3489 1984080 dtn1_7 ADB2 140 N 
6782.6658 M3490 2233203 dtn2_12 ADB2 140 N 
6791.4664 M3491 1441099 dtn1_10 ADB2 140 N 
6795.3964 M3492 1315225 dtn2_13 ADB2 140 N 
6796.1446 M3493 2500363 dtn2_11 ADB2 140 N 
6800.4275 M3494 2718614 dtn1_8 ADB2 140 N 
6801.7034 M3495 1311052 dtn1_6 ADB2 140 N 
6806.0930 M3496 2321208 dtn1_7 ADB2 140 N 
6806.1887 M3497 1432242 dtn1_6 ADB2 140 N 
6811.3215 M3498 2153425 dtn2_14 ADB2 140 N 
6813.2801 M3499 1286363 dtn1_8 ADB2 140 N 
6816.6741 M3500 2778163 dtn1_9 ADB2 140 N 
6817.5131 M3501 2236888 dtn1_10 ADB2 140 N 
6818.3446 M3502 2452159 dtn2_12 ADB2 140 N 
6818.7877 M3503 2816743 dtn1_8 ADB2 140 N 
6820.9784 M3504 2027654 dtn2_15 ADB2 140 N 
6823.5521 M3505 2327779 dtn1_9 ADB2 140 N 
6826.2099 M3506 2144447 dtn2_11 ADB2 140 N 
6827.1979 M3507 1226136 dtn1_7 ADB2 140 N 
6828.0273 M3508 2961985 dtn2_13 ADB2 140 N 
6830.2336 M3509 1238305 dtn2_14 ADB2 140 N 
6831.2313 M3510 1845252 dtn2_12 ADB2 140 N 
6835.7796 M3511 2023737 dtn2_12 ADB2 140 N 
6838.0906 M3512 2864428 dtn1_7 ADB2 140 N 
6840.8525 M3513 1415679 dtn1_6 ADB2 140 N 
6843.3672 M3514 2152773 dtn2_13 ADB2 140 N 
6846.3175 M3515 2081721 dtn1_7 ADB2 140 N 
6847.4786 M3516 1504518 dtn2_11 ADB2 140 N 
6849.6507 M3517 2554722 dtn2_13 ADB2 140 N 
6850.9492 M3518 2499845 dtn1_10 ADB2 140 N 
6852.1950 M3519 1298900 dtn1_6 ADB2 140 N 
6852.5652 M3520 1745629 dtn2_13 ADB2 140 N 
6856.9539 M3521 1245334 dtn1_10 ADB2 140 N 
6857.5970 M3522 1892358 dtn1_9 ADB2 140 N 
6858.5117 M3523 2621656 dtn1_8 ADB2 140 N 
6858.5164 M3524 1473683 dtn1_9 ADB2 140 N 
6859.3547 M3525 2446059 dtn2_13 ADB2 140 N 
6860.7920 M3526 2830423 dtn2_15 ADB2 140 N 
6864.4879 M3527 1127306 dtn1_8 ADB2 140 N 
6864.9168 M3528 2480885 dtn2_12 ADB2 140 N 
6866.8559 M3529 1184231 dtn1_6 ADB2 140 N 
6873.5187 M3530 1030783 dtn1_6 ADB2 140 N 
6873.9349 M3531 2875950 dtn2_13 ADB2 140 N 
6877.2050 M3532 2206719 dtn2_15 ADB2 140 N 
6877.7895 M3533 2946846 dtn2_11 ADB2 140 N 
6878.4944 M3534 2584397 dtn1_7 ADB2 140 N 
6879.7029 M3535 1784750 dtn1_6 ADB2 140 N 
6879.9397 M3536 2019640 dtn1_7 ADB2 140 N 
6881.0554 M3537 2693798 dtn1_6 ADB2 140 N 
6881.9260 M3538 1903557 dtn1_8 ADB2 140 N 
6882.6643 M3539 2315738 dtn1_6 ADB2 140 N 
6883.1122 M3540 2002479 dtn1_8 ADB2 140 N 
6883.4138 M3541 1828143 dtn1_9 ADB2 140 N 
6884.1625 M3542 1001137 dtn1_6 ADB2 140 N 
6887.5346 M3543 1493334 dtn1_7 ADB2 140 N 
6892.9930 M3544 1120408 dtn1_6 ADB2 140 N 
6896.4692 M3545 2974391 dtn1_8 ADB2 140 N 
6896.6703 M3546 2013002 dtn1_10 ADB2 140 N 
6903.8039 M3547 1928091 dtn2_13 ADB2 140 N 
6904.4375 M3548 1629839 dtn2_12 ADB2 140 N 
6905.0741 M3549 2458211 dtn1_7 ADB2 140 N 
6906.0052 M3550 2221706 dtn1_7 ADB2 140 N 
6910.0069 M3551 1940124 dtn1_6 ADB2 140 N 
6910.7697 M3552 2445423 dtn1_9 ADB2 140 N 
6911.4227 M3553 1331313 dtn1_8 ADB2 140 N 
6912.6328 M3554 2657048 dtn1_8 ADB2 140 N 
6915.4796 M3555 2365841 dtn1_7 ADB2 140 N 
6916.1954 M3556 1762261 dtn2_11 ADB2 140 N 
6916.2761 M3557 1314258 dtn2_14 ADB2 140 N 
6916.3623 M3558 1517526 dtn1_6 ADB2 140 N 
6920.2539 M3559 1542489 dtn1_10 ADB2 140 N 
6922.5104 M3560 1666751 dtn1_7 ADB2 140 N 
6927.6909 M3561 2949341 dtn2_11 ADB2 140 N 
6927.9351 M3562 2739730 dtn2_15 ADB2 140 N 
6929.2697 M3563 1699841 dtn2_13 ADB2 140 N 
6932.5399 M3564 2885828 dtn2_14 ADB2 140 N 
6933.1502 M3565 2686501 dtn1_9 ADB2 140 N 
6940.8214 M3566 2540112 dtn2_11 ADB2 140 N 
6944.3973 M3567 2455274 dtn1_9 ADB2 140 N 
6945.2192 M3568 2350583 dtn2_11 ADB2 140 N 
6945.2728 M3569 2824820 dtn1_8 ADB2 140 N 
6945.6081 M3570 1555513 dtn2_14 ADB2 140 N 
6945.9106 M3571 2166287 dtn1_9 ADB2 140 N 
6946.9464 M3572 2997221 dtn2_15 ADB2 140 N 
6947.4774 M3573 2019673 dtn1_7 ADB2 140 N 
6947.7297 M3574 1911082 dtn2_13 ADB2 140 N 
6950.2536 M3575 1853804 dtn1_6 ADB2 140 N 
6950.7264 M3576 2914351 dtn1_8 ADB2 140 N 
6953.3454 M3577 1273061 dtn2_15 ADB2 140 N 
6956.4608 M3578 2501219 dtn2_13 ADB2 140 N 
6957.7005 M3579 2404098 dtn2_14 ADB2 140 N 
6957.8738 M3580 1238734 dtn1_8 ADB2 140 N 
6958.1241 M3581 2877307 dtn2_13 ADB2 140 N 
6960.1424 M3582 1443794 dtn1_7 ADB2 140 N 
6961.9156 M3583 1654656 dtn1_8 ADB2 140 N 
6961.9944 M3584 1107050 dtn1_6 ADB2 140 N 
6966.2035 M3585 2947277 dtn1_6 ADB2 140 N 
6967.4288 M3586 2002692 dtn2_15 ADB2 140 N 
6968.3667 M3587 2577796 dtn1_6 ADB2 140 N 
6968.7519 M3588 2361565 dtn1_6 ADB2 140 N 
6979.2690 M3589 2613355 dtn2_14 ADB2 140 N 
6979.5181 M3590 2958384 dtn1_10 ADB2 140 N 
6980.2473 M3591 1697671 dtn2_15 ADB2 140 N 
6983.2472 M3592 1489362 dtn2_13 ADB2 140 N 
6984.1010 M3593 1659902 dtn1_7 ADB2 140 N 
6984.6337 M3594 1240040 dtn2_14 ADB2 140 N 
6986.2006 N37 1000000 ADB2 dtn2_12 140 N 
6987.4663 M3595 2762336 dtn1_7 ADB2 140 N 
6988.4683 M3596 1204860 dtn1_8 ADB2 140 N 
6991.4176 M3597 2617754 dtn1_6 ADB2 140 N 
6996.0037 M3598 1824612 dtn1_10 ADB2 140 N 
6996.4822 M3599 1246311 dtn1_9 ADB2 140 N 
6997.2593 N38 1000000 ADB2 dtn1_10 140 N 
6997.4794 M3600 2768766 dtn2_14 ADB2 140 N 
7000.3965 M3601 2795833 dtn2_13 ADB2 140 N 
7000.5970 M3602 1599861 dtn2_14 ADB2 140 N 
7000.9606 M3603 1366850 dtn2_11 ADB2 140 N 
7003.8085 M3604 1410398 dtn1_7 ADB2 140 N 
7005.1811 M3605 1427917 dtn1_6 ADB2 140 N 
7005.9266 M3606 1630347 dtn1_8 ADB2 140 N 
7006.3013 M3607 2854598 dtn2_13 ADB2 140 N 
7008.6439 M3608 2696365 dtn2_15 ADB2 140 N 
7009.1433 M3609 1009909 dtn1_7 ADB2 140 N 
7009.8394 M3610 2502124 dtn2_12 ADB2 140 N 
7012.9592 M3611 2449019 dtn1_7 ADB2 140 N 
7013.5627 M3612 2230719 dtn2_11 ADB2 140 N 
7016.6451 M3613 2629592 dtn1_9 ADB2 140 N 
7019.0806 M3614 2935930 dtn1_6 ADB2 140 N 
7029.0861 M3615 1459274 dtn1_6 ADB2 140 N 
7029.2747 M3616 2807819 dtn2_13 ADB2 140 N 
7031.7383 M3617 2863510 dtn2_14 ADB2 140 N 
7033.2358 M3618 1506983 dtn2_11 ADB2 140 N 
7033.7488 M3619 1639611 dtn1_7 ADB2 140 N 
7033.8764 N39 1000000 ADB2 dtn1_6 140 N 
7038.0385 M3620 2740007 dtn1_8 ADB2 140 N 
7040.9592 M3621 1640291 dtn1_8 ADB2 140 N 
7043.4320 M3622 2283904 dtn1_7 ADB2 140 N 
7053.7124 M3623 1076576 dtn2_15 ADB2 140 N 
7054.0851 M3624 2306665 dtn2_15 ADB2 140 N 
7058.5885 M3625 1650743 dtn2_14 ADB2 140 N 
7061.0299 M3626 1853659 dtn2_12 ADB2 140 N 
7064.9774 M3627 1317462 dtn1_10 ADB2 140 N 
7070.0868 M3628 2180646 dtn1_8 ADB2 140 N 
7074.9367 M3629 2727337 dtn1_10 ADB2 140 N 
7077.0091 M3630 1723558 dtn1_9 ADB2 140 N 
7078.7410 M3631 1073906 dtn2_11 ADB2 140 N 
7079.4116 M3632 1272968 dtn2_15 ADB2 140 N 
7081.6998 M3633 1168482 dtn2_11 ADB2 140 N 
7088.0510 M3634 2910805 dtn2_14 ADB2 140 N 
7090.3864 M3635 1447425 dtn1_9 ADB2 140 N 
7090.8799 M3636 2801175 dtn1_8 ADB2 140 N 
7092.0368 M3637 1468212 dtn2_15 ADB2 140 N 
7094.8085 M3638 1708784 dtn2_12 ADB2 140 N 
7097.4309 M3639 1327663 dtn1_9 ADB2 140 N 
7097.9836 M3640 1913294 dtn2_14 ADB2 140 N 
7098.6486 M3641 2734546 dtn2_14 ADB2 140 N 
7101.4417 M3642 1268928 dtn2_14 ADB2 140 N 
7107.5938 M3643 2790674 dtn1_6 ADB2 140 N 
7108.9300 M3644 1449439 dtn1_9 ADB2 140 N 
7111.9494 M3645 1118883 dtn2_11 ADB2 140 N 
7112.3284 M3646 2099996 dtn1_8 ADB2 140 N 
7112.4671 M3647 2590152 dtn2_14 ADB2 140 N 
7118.0640 M3648 2911373 dtn2_15 ADB2 140 N 
7118.4043 M3649 1980729 dtn1_9 ADB2 140 N 
7124.2547 M3650 1485404 dtn2_13 ADB2 140 N 
7127.2600 M3651 2252100 dtn2_13 ADB2 140 N 
7132.7738 M3652 1214637 dtn2_15 ADB2 140 N 
7136.4498 M3653 2649446 dtn2_15 ADB2 140 N 
7136.7435 M3654 2454497 dtn2_15 ADB2 140 N 
7136.9122 M3655 2902446 dtn1_8 ADB2 140 N 
7139.8309 M3656 1290306 dtn2_14 ADB2 140 N 
7142.8281 M3657 2529140 dtn2_15 ADB2 140 N 
7142.9893 N40 1000000 ADB2 dtn2_13 140 N 
7144.3016 M3658 1453767 dtn2_14 ADB2 140 N 
7145.3855 M3659 1155312 dtn1_9 ADB2 140 N 
7146.5086 M3660 1961147 dtn2_15 ADB2 140 N 
7147.3909 M3661 1725181 dtn1_8 ADB2 140 N 
7147.4635 M3662 1273777 dtn2_12 ADB2 140 N 
7148.8820 M3663 1329494 dtn2_14 ADB2 140 N 
7150.9323 M3664 1097298 dtn1_8 ADB2 140 N 
7152.4318 M3665 2091993 dtn1_7 ADB2 140 N 
7154.4280 M3666 2561975 dtn1_9 ADB2 140 N 
7155.1021 M3667 2038998 dtn1_6 ADB2 140 N 
7156.8913 M3668 1674251 dtn1_8 ADB2 140 N 
7156.9636 N41 1000000 ADB2 dtn1_10 140 N 
7164.0075 M3669 1792572 dtn1_7 ADB2 140 N 
7166.9954 M3670 1275638 dtn1_7 ADB2 140 N 
7167.6476 M3671 2104566 dtn1_10 ADB2 140 N 
7167.7227 M3672 2123342 dtn2_12 ADB2 140 N 
7168.0954 N42 1000000 ADB2 dtn2_11 140 N 
7169.2985 M3673 1122666 dtn2_15 ADB2 140 N 
7169.9162 M3674 2809404 dtn1_10 ADB2 140 N 
7170.4326 M3675 1433171 dtn2_15 ADB2 140 N 
7171.3220 M3676 1160233 dtn1_10 ADB2 140 N 
7171.3704 M3677 2347018 dtn2_14 ADB2 140 N 
7171.7755 M3678 2868822 dtn1_10 ADB2 140 N 
7173.3217 M3679 2588229 dtn1_6 ADB2 140 N 
7174.4677 M3680 1013934 dtn1_6 ADB2 140 N 
7175.0859 M3681 2583584 dtn2_15 ADB2 140 N 
7175.9683 M3682 1053441 dtn1_9 ADB2 140 N 
7178.9676 M3683 2187817 dtn1_6 ADB2 140 N 
7179.0754 M3684 1688686 dtn1_7 ADB2 140 N 
7179.4986 M3685 1477278 dtn2_15 ADB2 140 N 
7179.6200 M3686 2797041 dtn2_11 ADB2 140 N 
7183.9453 M3687 1750975 dtn2_11 ADB2 140 N 
7188.8729 M3688 2480152 dtn2_12 ADB2 140 N 
7192.6822 M3689 1800866 dtn2_14 ADB2 140 N 
7194.8441 M3690 2416137 dtn2_13 ADB2 140 N 
7198.0439 M3691 2662970 dtn2_15 ADB2 140 N 
7200.0895 M3692 1194297 dtn2_12 ADB2 140 N 
7201.6041 M3693 2541378 dtn2_15 ADB2 140 N 
7206.6311 M3694 1491233 dtn1_8 ADB2 140 N 
7206.9240 M3695 1248863 dtn1_6 ADB2 140 N 
7211.3942 M3696 1183384 dtn1_8 ADB2 140 N 
7211.4690 M3697 1884811 dtn1_9 ADB2 140 N 
7212.5444 M3698 1174261 dtn2_12 ADB2 140 N 
7216.7102 M3699 2852942 dtn1_9 ADB2 140 N 
7216.7377 M3700 2439990 dtn2_13 ADB2 140 N 
7216.9775 M3701 2278161 dtn1_7 ADB2 140 N 
7217.8526 M3702 1109559 dtn2_12 ADB2 140 N 
7218.4748 M3703 2533476 dtn2_14 ADB2 140 N 
7226.0472 M3704 1489640 dtn2_15 ADB2 140 N 
7226.4809 M3705 2481832 dtn2_15 ADB2 140 N 
7232.0887 M3706 1163323 dtn2_15 ADB2 140 N 
7232.3595 M3707 1852105 dtn1_9 ADB2 140 N 
7232.6016 M3708 2423834 dtn1_7 ADB2 140 N 
7236.9005 M3709 2235065 dtn1_9 ADB2 140 N 
7237.4298 M3710 2474947 dtn2_12 ADB2 140 N 
7240.9652 M3711 2356238 dtn1_6 ADB2 140 N 
7245.6551 M3712 1572393 dtn1_8 ADB2 140 N 
7251.8023 M3713 2327864 dtn1_6 ADB2 140 N 
7259.8652 M3714 2775535 dtn1_8 ADB2 140 N 
7260.7737 M3715 2868598 dtn2_15 ADB2 140 N 
7262.5438 M3716 1300707 dtn1_10 ADB2 140 N 
7263.3342 M3717 1037498 dtn1_9 ADB2 140 N 
7263.4161 M3718 1074380 dtn1_9 ADB2 140 N 
7264.1041 M3719 2473950 dtn1_8 ADB2 140 N 
7266.1470 M3720 1856294 dtn1_7 ADB2 140 N 
7267.7931 M3721 1405483 dtn1_7 ADB2 140 N 
7268.5866 M3722 2016125 dtn1_9 ADB2 140 N 
7269.8448 M3723 1427648 dtn2_12 ADB2 140 N 
7273.5391 M3724 1200027 dtn2_15 ADB2 140 N 
7274.1592 M3725 2581797 dtn2_11 ADB2 140 N 
7275.4231 M3726 1728786 dtn1_8 ADB2 140 N 
7278.5104 M3727 2610778 dtn1_7 ADB2 140 N 
7280.1353 M3728 1365399 dtn1_6 ADB2 140 N 
7284.1212 M3729 1413604 dtn2_12 ADB2 140 N 
7285.4562 M3730 2044908 dtn1_7 ADB2 140 N 
7289.2621 M3731 1836020 dtn1_7 ADB2 140 N 
7289.6340 M3732 1964309 dtn2_13 ADB2 140 N 
7289.9082 M3733 1466334 dtn2_11 ADB2 140 N 
7295.0483 M3734 2239441 dtn2_15 ADB2 140 N 
7295.6586 M3735 2213959 dtn2_13 ADB2 140 N 
7297.3357 M3736 2707802 dtn1_10 ADB2 140 N 
7299.5145 M3737 1237112 dtn2_12 ADB2 140 N 
7300.2846 M3738 2836379 dtn1_8 ADB2 140 N 
7301.8447 M3739 1122689 dtn1_10 ADB2 140 N 
7305.1305 M3740 2984109 dtn2_13 ADB2 140 N 
7308.1880 M3741 1701467 dtn2_15 ADB2 140 N 
7308.7906 M3742 1798399 dtn1_10 ADB2 140 N 
7309.3173 M3743 1739886 dtn1_8 ADB2 140 N 
7313.8946 M3744 1276217 dtn1_7 ADB2 140 N 
7314.0697 M3745 2383085 dtn2_13 ADB2 140 N 
7314.1306 M3746 2486021 dtn1_7 ADB2 140 N 
7314.6479 M3747 2404409 dtn1_8 ADB2 140 N 
7316.4424 M3748 2537866 dtn2_11 ADB2 140 N 
7317.0320 M3749 1624804 dtn2_12 ADB2 140 N 
7317.8705 M3750 1149324 dtn1_9 ADB2 140 N 
7318.0665 M3751 2437080 dtn2_14 ADB2 140 N 
7318.3362 M3752 1628202 dtn1_8 ADB2 140 N 
7320.7581 M3753 2360573 dtn2_15 ADB2 140 N 
7325.4095 M3754 2235135 dtn2_15 ADB2 140 N 
7327.2417 M3755 1647118 dtn1_7 ADB2 140 N 
7328.9031 M3756 1974750 dtn1_8 ADB2 140 N 
7331.7538 M3757 2680402 dtn1_8 ADB2 140 N 
7331.9618 M3758 2291104 dtn1_10 ADB2 140 N 
7332.3545 M3759 2859922 dtn2_14 ADB2 140 N 
7334.2489 M3760 2075145 dtn1_8 ADB2 140 N 
7335.7595 M3761 2273105 dtn1_10 ADB2 140 N 
7336.8999 M3762 1995895 dtn2_15 ADB2 140 N 
7338.0613 M3763 2726486 dtn2_13 ADB2 140 N 
7338.3869 M3764 2293539 dtn2_15 ADB2 140 N 
7338.4936 M3765 1004752 dtn1_9 ADB2 140 N 
7338.5981 M3766 1850591 dtn2_11 ADB2 140 N 
7338.9038 M3767 1880682 dtn2_13 ADB2 140 N 
7341.3755 M3768 2894174 dtn1_10 ADB2 140 N 
7342.4308 M3769 2491206 dtn2_12 ADB2 140 N 
7345.1045 M3770 1158197 dtn2_12 ADB2 140 N 
7346.4053 M3771 2689927 dtn1_8 ADB2 140 N 
7349.9077 M3772 2699102 dtn2_13 ADB2 140 N 
7352.1438 M3773 2147741 dtn2_14 ADB2 140 N 
7353.6478 M3774 1296935 dtn2_14 ADB2 140 N 
7356.0125 M3775 1047985 dtn2_12 ADB2 140 N 
7356.6151 M3776 2584860 dtn2_11 ADB2 140 N 
7360.1004 M3777 1537708 dtn2_12 ADB2 140 N 
7361.1382 M3778 2533277 dtn2_15 ADB2 140 N 
7362.6203 M3779 2391292 dtn2_14 ADB2 140 N 
7365.2289 M3780 2587871 dtn2_12 ADB2 140 N 
7365.3079 M3781 2736328 dtn2_12 ADB2 140 N 
7368.4318 M3782 2828366 dtn1_7 ADB2 140 N 
7368.7232 M3783 1454071 dtn2_15 ADB2 140 N 
7370.8768 M3784 2377822 dtn2_15 ADB2 140 N 
7374.6640 M3785 2478722 dtn2_15 ADB2 140 N 
7376.9293 M3786 2365546 dtn2_12 ADB2 140 N 
7377.4092 M3787 1245871 dtn1_6 ADB2 140 N 
7379.5176 M3788 1064445 dtn2_13 ADB2 140 N 
7379.5216 M3789 1712116 dtn1_10 ADB2 140 N 
7379.6114 M3790 2015847 dtn1_10 ADB2 140 N 
7388.6304 M3791 1945043 dtn1_6 ADB2 140 N 
7390.2964 M3792 2309035 dtn2_13 ADB2 140 N 
7390.3600 M3793 1024956 dtn2_15 ADB2 140 N 
7393.1963 M3794 2840051 dtn1_8 ADB2 140 N 
7395.5626 M3795 2654974 dtn2_11 ADB2 140 N 
7395.6583 M3796 1099869 dtn2_14 ADB2 140 N 
7396.5558 M3797 2670866 dtn2_14 ADB2 140 N 
7396.8569 M3798 2950653 dtn1_7 ADB2 140 N 
7397.1368 M3799 2923161 dtn1_8 ADB2 140 N 
7405.1623 M3800 2842673 dtn2_11 ADB2 140 N 
7405.8615 M3801 1753726 dtn1_8 ADB2 140 N 
7406.6487 M3802 2567912 dtn2_13 ADB2 140 N 
7406.9328 M3803 2686183 dtn2_14 ADB2 140 N 
7408.8320 M3804 2708138 dtn1_10 ADB2 140 N 
7409.6438 M3805 2184747 dtn1_10 ADB2 140 N 
7410.6480 M3806 2966229 dtn1_8 ADB2 140 N 
7419.4140 M3807 2449571 dtn1_9 ADB2 140 N 
7420.6619 M3808 2139788 dtn1_10 ADB2 140 N 
7420.7381 M3809 2263519 dtn2_12 ADB2 140 N 
7424.7256 M3810 1679508 dtn2_13 ADB2 140 N 
7426.0660 M3811 1752396 dtn1_6 ADB2 140 N 
7426.8329 M3812 2442461 dtn2_13 ADB2 140 N 
7432.5137 M3813 1701652 dtn2_13 ADB2 140 N 
7432.8077 M3814 1750831 dtn1_9 ADB2 140 N 
7432.8109 M3815 1034889 dtn2_13 ADB2 140 N 
7436.0313 M3816 2354431 dtn1_8 ADB2 140 N 
7438.4595 M3817 1997224 dtn1_6 ADB2 140 N 
7438.7998 M3818 1574171 dtn1_9 ADB2 140 N 
7439.8756 M3819 1471536 dtn2_14 ADB2 140 N 
7444.2420 M3820 2786549 dtn1_9 ADB2 140 N 
7444.5563 M3821 1000503 dtn2_11 ADB2 140 N 
7448.4467 M3822 1275524 dtn2_13 ADB2 140 N 
7451.5961 M3823 1581418 dtn2_11 ADB2 140 N 
7452.0280 M3824 1533368 dtn2_14 ADB2 140 N 
7453.1517 M3825 1492114 dtn1_10 ADB2 140 N 
7454.6224 M3826 1082811 dtn2_13 ADB2 140 N 
7454.7642 M3827 2179193 dtn1_10 ADB2 140 N 
7454.8004 M3828 2621886 dtn1_8 ADB2 140 N 
7455.5090 M3829 1333073 dtn2_11 ADB2 140 N 
7456.2430 M3830 1144647 dtn2_14 ADB2 140 N 
7456.8275 M3831 2054433 dtn2_12 ADB2 140 N 
7457.0251 M3832 2758672 dtn1_6 ADB2 140 N 
7459.0876 M3833 1777676 dtn2_15 ADB2 140 N 
7459.3445 M3834 2634510 dtn1_10 ADB2 140 N 
7465.2129 M3835 2759980 dtn2_15 ADB2 140 N 
7465.7553 M3836 1756685 dtn2_14 ADB2 140 N 
7468.5539 M3837 1799215 dtn1_10 ADB2 140 N 
7468.8967 M3838 1235367 dtn2_13 ADB2 140 N 
7469.2230 M3839 1055248 dtn2_13 ADB2 140 N 
7470.2205 M3840 2825671 dtn2_13 ADB2 140 N 
7474.8695 M3841 2677235 dtn2_13 ADB2 140 N 
7476.0123 M3842 1070917 dtn1_8 ADB2 140 N 
7476.2616 M3843 1690933 dtn1_9 ADB2 140 N 
7479.7629 M3844 2723200 dtn2_11 ADB2 140 N 
7483.3908 M3845 1183345 dtn2_14 ADB2 140 N 
7486.9283 M3846 2294218 dtn2_13 ADB2 140 N 
7489.7174 M3847 2493786 dtn1_8 ADB2 140 N 
7489.9232 M3848 1401417 dtn2_11 ADB2 140 N 
7490.1051 M3849 1444057 dtn2_11 ADB2 140 N 
7490.9846 M3850 2329581 dtn1_9 ADB2 140 N 
7492.1957 M3851 2458653 dtn2_15 ADB2 140 N 
7495.4471 M3852 1607873 dtn2_13 ADB2 140 N 
7498.3992 M3853 1287880 dtn2_15 ADB2 140 N 
7501.4049 M3854 2847505 dtn1_7 ADB2 140 N 
7503.7560 M3855 1842977 dtn2_14 ADB2 140 N 
7505.0401 M3856 2884206 dtn2_11 ADB2 140 N 
7507.4803 M3857 1694016 dtn1_10 ADB2 140 N 
7508.6153 M3858 1339821 dtn1_8 ADB2 140 N 
7508.8111 M3859 2396114 dtn2_12 ADB2 140 N 
7510.1040 M3860 2907458 dtn2_13 ADB2 140 N 
7510.9420 M3861 1976889 dtn1_9 ADB2 140 N 
7515.9207 M3862 2784218 dtn1_10 ADB2 140 N 
7518.3960 M3863 2164813 dtn1_9 ADB2 140 N 
7523.8232 M3864 2459573 dtn1_8 ADB2 140 N 
7524.3046 M3865 2244956 dtn1_7 ADB2 140 N 
7525.0754 M3866 1808516 dtn2_12 ADB2 140 N 
7527.7968 M3867 2517604 dtn1_8 ADB2 140 N 
7528.4819 M3868 1937153 dtn1_7 ADB2 140 N 
7528.4970 M3869 1760856 dtn2_11 ADB2 140 N 
7529.3226 M3870 2088503 dtn2_15 ADB2 140 N 
7530.2033 M3871 1679301 dtn2_11 ADB2 140 N 
7531.2289 M3872 1091719 dtn2_12 ADB2 140 N 
7533.8823 M3873 2657493 dtn1_7 ADB2 140 N 
7535.6800 M3874 2732685 dtn2_13 ADB2 140 N 
7536.0629 M3875 2849731 dtn1_8 ADB2 140 N 
7538.7374 M3876 1455045 dtn1_6 ADB2 140 N 
7540.6441 M3877 2133261 dtn1_8 ADB2 140 N 
7541.1894 M3878 2335675 dtn1_7 ADB2 140 N 
7542.1305 M3879 2175284 dtn1_7 ADB2 140 N 
7544.5391 M3880 1191416 dtn2_15 ADB2 140 N 
7545.5518 M3881 1351171 dtn1_10 ADB2 140 N 
7546.1238 M3882 1140797 dtn2_12 ADB2 140 N 
7548.7811 M3883 1272706 dtn1_10 ADB2 140 N 
7554.6337 M3884 2198365 dtn1_8 ADB2 140 N 
7555.5296 M3885 2532947 dtn2_13 ADB2 140 N 
7556.1015 M3886 1753772 dtn2_14 ADB2 140 N 
7557.1082 M3887 2113350 dtn2_14 ADB2 140 N 
7560.2830 M3888 2305544 dtn2_15 ADB2 140 N 
7564.1578 M3889 1935408 dtn2_13 ADB2 140 N 
7566.3085 M3890 1859363 dtn1_7 ADB2 140 N 
7567.3207 M3891 1520663 dtn1_6 ADB2 140 N 
7575.3723 M3892 1100774 dtn2_11 ADB2 140 N 
7576.3561 M3893 2217845 dtn2_14 ADB2 140 N 
7577.1883 M3894 2226000 dtn1_8 ADB2 140 N 
7578.1058 M3895 2775529 dtn1_9 ADB2 140 N 
7580.5069 M3896 2307165 dtn1_7 ADB2 140 N 
7581.5089 M3897 1846490 dtn2_14 ADB2 140 N 
7581.5726 M3898 2908453 dtn1_8 ADB2 140 N 
7581.9556 M3899 2024985 dtn2_14 ADB2 140 N 
7583.4781 M3900 2809476 dtn1_9 ADB2 140 N 
7586.0479 M3901 1306192 dtn2_12 ADB2 140 N 
7588.5080 M3902 1507363 dtn2_14 ADB2 140 N 
7589.4502 M3903 1351437 dtn1_9 ADB2 140 N 
7591.7574 M3904 1471241 dtn2_13 ADB2 140 N 
7595.9745 M3905 2309999 dtn2_11 ADB2 140 N 
7596.6291 M3906 1683400 dtn2_14 ADB2 140 N 
7599.7257 M3907 2935553 dtn1_6 ADB2 140 N 
7602.9047 M3908 1333287 dtn2_14 ADB2 140 N 
7605.2754 M3909 1619348 dtn1_7 ADB2 140 N 
7606.8769 M3910 1735326 dtn1_10 ADB2 140 N 
7607.2896 M3911 1670757 dtn2_14 ADB2 140 N 
7609.3676 M3912 1322312 dtn1_9 ADB2 140 N 
7614.6224 M3913 2204048 dtn2_15 ADB2 140 N 
7615.7328 M3914 2741607 dtn2_11 ADB2 140 N 
7617.2555 M3915 1725290 dtn2_13 ADB2 140 N 
7618.0065 M3916 2928326 dtn1_6 ADB2 140 N 
