# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
2209.0000 M1026 1863085 1 199.9734 dtn1_10 ADB2 136 N dtn1_10->ADB2
2216.9000 M991 1956215 1 289.2392 dtn1_10 ADB2 135 N dtn1_10->ADB2
2227.9000 M1039 2728892 1 191.0276 dtn1_10 ADB2 136 N dtn1_10->ADB2
2235.8000 M902 1965724 1 496.9216 dtn1_10 ADB2 131 N dtn1_10->ADB2
2242.7000 M1054 1716421 1 157.7672 dtn1_10 ADB2 137 N dtn1_10->ADB2
2249.2000 M896 1620792 1 533.4852 dtn1_10 ADB2 131 N dtn1_10->ADB2
2259.1000 M983 2468284 1 342.8215 dtn1_10 ADB2 134 N dtn1_10->ADB2
2264.5000 M1116 1347027 1 58.5458 dtn1_10 ADB2 139 N dtn1_10->ADB2
2275.1000 M950 2641016 1 426.5135 dtn1_10 ADB2 132 N dtn1_10->ADB2
2283.3000 M965 2026316 1 400.3426 dtn1_10 ADB2 133 N dtn1_10->ADB2
2290.2000 N10 1000000 2 765.9206 ADB2 dtn1_8 127 N ADB2->dtn1_7->dtn1_8
2291.1000 M1074 1939511 1 169.6788 dtn1_10 ADB2 137 N dtn1_10->ADB2
2303.1000 M1141 2975872 1 63.7939 dtn1_10 ADB2 138 N dtn1_10->ADB2
2310.9000 M1117 1939185 1 104.5917 dtn1_10 ADB2 138 N dtn1_10->ADB2
2315.9000 M997 1229954 1 371.1345 dtn1_10 ADB2 133 N dtn1_10->ADB2
2324.4000 M993 2112336 1 388.7741 dtn1_10 ADB2 133 N dtn1_10->ADB2
2330.9000 M1154 1606516 1 62.4253 dtn1_10 ADB2 138 N dtn1_10->ADB2
2338.9000 M1099 1976587 1 168.5688 dtn1_10 ADB2 137 N dtn1_10->ADB2
2340.0000 M1035 2362448 4 314.8372 dtn2_15 ADB2 134 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
2340.7000 M901 1674183 6 609.2336 dtn2_12 ADB2 129 N dtn2_12->dtn2_14->dtn2_12->ADB3->WIFI_5->WIFI_4->ADB2
2347.4000 M1101 1658894 1 172.0601 dtn1_6 ADB2 137 N dtn1_6->ADB2
2351.6000 M1172 1030074 1 37.8598 dtn1_6 ADB2 139 N dtn1_6->ADB2
2360.0000 M1126 2085426 1 142.0207 dtn1_6 ADB2 137 N dtn1_6->ADB2
2364.4000 M988 1094009 1 440.6569 dtn1_6 ADB2 132 N dtn1_6->ADB2
2369.3000 M977 1201284 1 466.6416 dtn1_6 ADB2 132 N dtn1_6->ADB2
2378.1000 M1040 2181654 1 340.0669 dtn1_6 ADB2 134 N dtn1_6->ADB2
2387.7000 M1140 2394802 1 150.1576 dtn1_6 ADB2 137 N dtn1_6->ADB2
2393.3000 M1130 1396613 1 169.3232 dtn1_6 ADB2 137 N dtn1_6->ADB2
2399.6000 M1034 1558904 1 375.6238 dtn1_6 ADB2 133 N dtn1_6->ADB2
2407.0000 M1123 1839590 1 193.0844 dtn1_6 ADB2 136 N dtn1_6->ADB2
2417.7000 M929 2669070 1 611.6117 dtn1_6 ADB2 129 N dtn1_6->ADB2
2429.3000 M910 2879367 1 659.3740 dtn1_6 ADB2 129 N dtn1_6->ADB2
2434.6000 M1046 1323993 1 380.5640 dtn1_6 ADB2 133 N dtn1_6->ADB2
2444.8000 M1200 2541666 1 43.8484 dtn1_6 ADB2 139 N dtn1_6->ADB2
2453.6000 M1066 2184065 1 346.2933 dtn1_6 ADB2 134 N dtn1_6->ADB2
2462.3000 M1209 2162495 1 47.6815 dtn1_6 ADB2 139 N dtn1_6->ADB2
2474.2000 M1195 2956687 1 80.9258 dtn1_6 ADB2 138 N dtn1_6->ADB2
2484.6000 M829 2586875 2 878.0498 dtn1_7 ADB2 125 N dtn1_7->dtn1_6->ADB2
2493.2000 M1194 2132551 1 104.7320 dtn1_6 ADB2 138 N dtn1_6->ADB2
2503.3000 M1139 2520914 1 266.8498 dtn1_6 ADB2 135 N dtn1_6->ADB2
2511.9000 M1190 2147313 1 132.3022 dtn1_6 ADB2 137 N dtn1_6->ADB2
2517.0000 M1127 1253442 1 298.9244 dtn1_6 ADB2 135 N dtn1_6->ADB2
2522.8000 M1260 1443198 1 11.2632 dtn1_6 ADB2 139 N dtn1_6->ADB2
2528.5000 M1242 1408281 1 64.1887 dtn1_6 ADB2 138 N dtn1_6->ADB2
2535.0000 M1093 1623234 1 373.5166 dtn1_6 ADB2 133 N dtn1_6->ADB2
2543.9000 M1258 2224037 1 33.7190 dtn1_6 ADB2 139 N dtn1_6->ADB2
2554.4000 M899 2618019 1 828.3921 dtn1_6 ADB2 126 N dtn1_6->ADB2
2560.6000 M1205 1538759 1 152.1207 dtn1_6 ADB2 137 N dtn1_6->ADB2
2571.5000 M1256 2703412 1 72.7651 dtn1_6 ADB2 138 N dtn1_6->ADB2
2578.4000 M1262 1723435 1 65.9011 dtn1_6 ADB2 138 N dtn1_6->ADB2
2583.5000 M1241 1271359 1 119.2934 dtn1_6 ADB2 138 N dtn1_6->ADB2
2592.2000 M1287 2168568 1 43.9837 dtn1_6 ADB2 139 N dtn1_6->ADB2
2596.3000 M1102 1008491 1 420.7013 dtn1_6 ADB2 132 N dtn1_6->ADB2
2607.7000 M947 2839815 1 760.3030 dtn1_6 ADB2 127 N dtn1_6->ADB2
2613.6000 M1263 1467191 1 101.0028 dtn1_6 ADB2 138 N dtn1_6->ADB2
2618.4000 M1323 1178347 1 18.0261 dtn1_6 ADB2 139 N dtn1_6->ADB2
2628.4000 M1210 2476420 1 213.5887 dtn1_6 ADB2 136 N dtn1_6->ADB2
2640.0000 M1312 2895683 1 51.1498 dtn1_6 ADB2 139 N dtn1_6->ADB2
2644.6000 M1283 1140363 1 100.7972 dtn1_6 ADB2 138 N dtn1_6->ADB2
2651.6000 M1344 1726547 1 7.5244 dtn1_6 ADB2 139 N dtn1_6->ADB2
2656.4000 M1322 1194881 1 56.2112 dtn1_6 ADB2 139 N dtn1_6->ADB2
2663.4000 M1343 1745640 1 20.7435 dtn1_6 ADB2 139 N dtn1_6->ADB2
2671.8000 M1352 2078357 1 16.2411 dtn1_6 ADB2 139 N dtn1_6->ADB2
2678.2000 M1000 1594193 1 726.3845 dtn1_6 ADB2 127 N dtn1_6->ADB2
2686.5000 M1365 2073225 1 8.3258 dtn1_6 ADB2 139 N dtn1_6->ADB2
2696.0000 M1332 2369128 1 71.8837 dtn1_6 ADB2 138 N dtn1_6->ADB2
2705.1000 M1289 2270654 1 152.6910 dtn1_6 ADB2 137 N dtn1_6->ADB2
2710.0000 M1077 1210064 1 581.6485 dtn1_6 ADB2 130 N dtn1_6->ADB2
2714.6000 M1231 1148377 1 263.9695 dtn1_6 ADB2 135 N dtn1_6->ADB2
2725.9000 M1303 2802579 1 146.9527 dtn1_6 ADB2 137 N dtn1_6->ADB2
2732.0000 M1362 1512828 1 59.8038 dtn1_6 ADB2 139 N dtn1_6->ADB2
2739.4000 M1380 1825679 1 32.5175 dtn1_6 ADB2 139 N dtn1_6->ADB2
2745.4000 M1385 1477771 1 24.9351 dtn1_6 ADB2 139 N dtn1_6->ADB2
2756.7000 M1386 2807481 1 36.1249 dtn1_6 ADB2 139 N dtn1_6->ADB2
2763.5000 M1284 1684666 1 216.7651 dtn1_6 ADB2 136 N dtn1_6->ADB2
2770.2000 M1370 1663717 1 86.2782 dtn1_6 ADB2 138 N dtn1_6->ADB2
2779.0000 M1407 2186718 1 18.6956 dtn1_6 ADB2 139 N dtn1_6->ADB2
2779.6000 M1375 1492109 4 89.9332 dtn2_11 ADB2 138 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
2780.6000 M1388 2453181 4 57.8219 dtn2_11 ADB2 139 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
2789.8759 M1137 2300839 2 555.8738 dtn1_7 ADB2 130 N dtn1_7->dtn1_8->ADB2
2801.3000 M1206 2843292 2 389.5267 dtn1_7 ADB2 133 N dtn1_7->dtn1_8->ADB2
2810.3320 M1355 2257666 1 149.3575 dtn1_8 ADB2 137 N dtn1_8->ADB2
2815.3000 M1342 1223151 1 173.2263 dtn1_8 ADB2 137 N dtn1_8->ADB2
2821.7000 M1410 1599247 1 58.8891 dtn1_8 ADB2 139 N dtn1_8->ADB2
2833.5000 M1245 2937155 2 362.4441 dtn1_7 ADB2 133 N dtn1_7->dtn1_8->ADB2
2842.3000 M1400 2183282 1 100.2885 dtn1_8 ADB2 138 N dtn1_8->ADB2
2851.9000 M1368 2385197 1 170.8612 dtn1_8 ADB2 137 N dtn1_8->ADB2
2858.2000 M1452 1553515 1 20.1385 dtn1_8 ADB2 139 N dtn1_8->ADB2
2868.6000 M1320 2594320 1 269.5723 dtn1_8 ADB2 135 N dtn1_8->ADB2
2880.0000 M1247 2827941 2 407.8964 dtn1_7 ADB2 133 N dtn1_7->dtn1_8->ADB2
2901.6000 N14 1000000 1 70.2183 ADB2 dtn1_6 138 N ADB2->dtn1_6
2911.0000 M1334 2344424 2 285.0379 dtn1_7 ADB2 135 N dtn1_7->dtn1_6->ADB2
2922.9000 M1424 2956832 2 136.0402 dtn1_7 ADB2 137 N dtn1_7->dtn1_6->ADB2
2930.4546 M1462 1888305 1 69.5147 dtn1_6 ADB2 138 N dtn1_6->ADB2
2940.6000 M1437 1118723 1 134.1696 dtn1_10 ADB2 137 N dtn1_10->ADB2
2949.0000 M1473 2090399 1 75.5198 dtn1_10 ADB2 138 N dtn1_10->ADB2
2960.9000 M1482 2958383 1 73.7520 dtn1_10 ADB2 138 N dtn1_10->ADB2
2972.4000 M1446 2874099 2 147.4441 dtn1_9 ADB2 137 N dtn1_9->dtn1_10->ADB2
2977.5000 M1395 1269108 2 242.4707 dtn1_9 ADB2 135 N dtn1_9->dtn1_10->ADB2
2990.6000 M1412 2995738 2 224.7731 dtn1_7 ADB2 136 N dtn1_7->dtn1_6->ADB2
2999.5000 M1384 2205882 2 280.0615 dtn1_7 ADB2 135 N dtn1_7->dtn1_6->ADB2
3008.3000 M1435 2192835 2 203.9242 dtn1_7 ADB2 136 N dtn1_7->dtn1_6->ADB2
3017.5000 M1387 2285932 2 295.8579 dtn1_7 ADB2 135 N dtn1_7->dtn1_6->ADB2
3027.4000 M1330 2454296 2 411.3648 dtn1_7 ADB2 133 N dtn1_7->dtn1_6->ADB2
3035.7000 M1529 2052288 1 66.4199 dtn1_6 ADB2 138 N dtn1_6->ADB2
3042.7000 M1537 1737675 1 54.4101 dtn1_6 ADB2 139 N dtn1_6->ADB2
3051.9000 M1461 2286533 2 191.5709 dtn1_7 ADB2 136 N dtn1_7->dtn1_6->ADB2
3058.3000 M1487 1588783 1 162.0350 dtn1_6 ADB2 137 N dtn1_6->ADB2
3063.6000 M1480 1301917 1 180.4687 dtn1_6 ADB2 136 N dtn1_6->ADB2
3068.1000 M1543 1122457 1 70.4825 dtn1_6 ADB2 138 N dtn1_6->ADB2
3072.2000 M1542 1001295 1 74.6241 dtn1_6 ADB2 138 N dtn1_6->ADB2
3080.2000 M1274 1993480 2 548.7722 dtn1_7 ADB2 130 N dtn1_7->dtn1_6->ADB2
3091.5000 M1551 2809019 1 71.7238 dtn1_6 ADB2 138 N dtn1_6->ADB2
3102.6000 M1454 2764606 1 253.9854 dtn1_6 ADB2 135 N dtn1_6->ADB2
3111.8000 M1225 1074403 4 664.8554 dtn2_15 ADB2 128 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
3112.7000 M1523 2098938 4 152.3859 dtn2_15 ADB2 137 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
3113.2000 M1443 1114192 4 292.5978 dtn2_15 ADB2 135 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
3119.0000 M1497 1336125 1 196.5150 dtn1_7 ADB2 136 N dtn1_7->ADB2
3125.0000 M1447 1479662 2 298.5472 dtn1_8 ADB2 135 N dtn1_8->dtn1_7->ADB2
3136.7000 M1484 2906560 1 244.7420 dtn1_7 ADB2 135 N dtn1_7->ADB2
3141.0000 M1524 1059391 1 180.3047 dtn1_7 ADB2 136 N dtn1_7->ADB2
3146.9000 M1564 1454660 1 87.8954 dtn1_7 ADB2 138 N dtn1_7->ADB2
3154.2000 M1307 1812743 3 570.2562 dtn1_7 ADB2 130 N dtn1_7->dtn1_8->dtn1_7->ADB2
3162.6000 M1549 2076606 1 152.4006 dtn1_7 ADB2 137 N dtn1_7->ADB2
3169.4000 M1508 1679215 1 224.5938 dtn1_7 ADB2 136 N dtn1_7->ADB2
3175.4000 M1580 1485123 1 72.2125 dtn1_7 ADB2 138 N dtn1_7->ADB2
3180.0000 M1499 1137696 2 252.2472 dtn1_8 ADB2 135 N dtn1_8->dtn1_7->ADB2
3185.6000 M1478 1378405 1 307.3896 dtn1_7 ADB2 134 N dtn1_7->ADB2
3195.9000 M1600 2557288 1 53.8640 dtn1_7 ADB2 139 N dtn1_7->ADB2
3202.1000 M1398 1528013 2 461.8185 dtn1_8 ADB2 132 N dtn1_8->dtn1_7->ADB2
3210.0000 M1629 1956219 1 18.6594 dtn1_7 ADB2 139 N dtn1_7->ADB2
3214.9000 M1472 1201081 2 343.7081 dtn1_8 ADB2 134 N dtn1_8->dtn1_7->ADB2
3223.0000 M1531 2008353 1 251.6270 dtn1_7 ADB2 135 N dtn1_7->ADB2
3228.6000 M1253 1386230 3 743.7503 dtn1_7 ADB2 127 N dtn1_7->dtn1_8->dtn1_7->ADB2
3240.5000 M1350 2964759 2 588.0661 dtn1_8 ADB2 130 N dtn1_8->dtn1_7->ADB2
3247.7000 M1563 1781117 1 189.5081 dtn1_7 ADB2 136 N dtn1_7->ADB2
3254.0000 M1638 1557616 1 44.7655 dtn1_7 ADB2 139 N dtn1_7->ADB2
3264.8000 M1526 2689140 1 301.7178 dtn1_7 ADB2 134 N dtn1_7->ADB2
3271.1000 M1540 1560154 1 275.7358 dtn1_7 ADB2 135 N dtn1_7->ADB2
3277.7000 M1514 1637058 1 323.7511 dtn1_7 ADB2 134 N dtn1_7->ADB2
3282.2000 M1337 1106792 2 650.5463 dtn1_8 ADB2 129 N dtn1_8->dtn1_7->ADB2
3292.1000 M1329 2452566 2 677.3592 dtn1_8 ADB2 128 N dtn1_8->dtn1_7->ADB2
3297.4000 M1345 1323163 2 653.0569 dtn1_8 ADB2 129 N dtn1_8->dtn1_7->ADB2
3307.9000 M1679 2613683 1 14.6677 dtn1_7 ADB2 139 N dtn1_7->ADB2
3317.2000 M1178 2322683 3 973.6253 dtn1_7 ADB2 123 N dtn1_7->dtn1_8->dtn1_7->ADB2
3322.5000 M1582 1302965 1 208.5760 dtn1_7 ADB2 136 N dtn1_7->ADB2
3326.8000 M1674 1051047 1 52.2848 dtn1_7 ADB2 139 N dtn1_7->ADB2
3333.9000 M1507 1764331 1 392.7262 dtn1_7 ADB2 133 N dtn1_7->ADB2
3339.5000 M1667 1397909 1 74.4196 dtn1_7 ADB2 138 N dtn1_7->ADB2
3351.0000 M1577 2860891 1 258.3347 dtn1_7 ADB2 135 N dtn1_7->ADB2
3359.3000 M1591 2058486 1 229.4706 dtn1_7 ADB2 136 N dtn1_7->ADB2
3371.0000 M1668 2917499 1 105.3675 dtn1_7 ADB2 138 N dtn1_7->ADB2
3380.2000 M1607 2284721 1 221.0536 dtn1_7 ADB2 136 N dtn1_7->ADB2
3387.1000 M1326 1724819 2 777.2925 dtn1_8 ADB2 127 N dtn1_8->dtn1_7->ADB2
3395.6000 M1650 2122079 1 163.7025 dtn1_7 ADB2 137 N dtn1_7->ADB2
3396.5000 M1625 2245976 4 218.0363 dtn2_13 ADB2 136 N dtn2_13->ADB3->WIFI_5->WIFI_4->ADB2
3397.5000 M1445 2470366 4 574.6706 dtn2_11 ADB2 130 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
3408.7000 M1599 2225009 1 268.8126 dtn1_9 ADB2 135 N dtn1_9->ADB2
3419.0000 M1489 2552288 2 520.1009 dtn1_10 ADB2 131 N dtn1_10->dtn1_9->ADB2
3423.9000 M1595 1217649 2 288.4853 dtn1_10 ADB2 135 N dtn1_10->dtn1_9->ADB2
3429.3000 M1593 1344562 1 294.4886 dtn1_9 ADB2 135 N dtn1_9->ADB2
3439.6000 M1586 2550667 1 320.7383 dtn1_9 ADB2 134 N dtn1_9->ADB2
3451.6000 M1685 2990317 1 142.6360 dtn1_9 ADB2 137 N dtn1_9->ADB2
3462.2000 M1632 2631281 1 267.3848 dtn1_9 ADB2 135 N dtn1_9->ADB2
3467.3000 M1727 1267944 1 76.3112 dtn1_9 ADB2 138 N dtn1_9->ADB2
3472.0000 M1448 1165714 3 644.0782 dtn1_9 ADB2 129 N dtn1_9->dtn1_10->dtn1_9->ADB2
3478.3000 M1756 1557805 1 32.0014 dtn1_9 ADB2 139 N dtn1_9->ADB2
3484.1000 M1761 1444055 1 22.1687 dtn1_9 ADB2 139 N dtn1_9->ADB2
3491.8000 M1688 1918564 1 176.6030 dtn1_9 ADB2 137 N dtn1_9->ADB2
3496.1000 M1325 1074995 4 887.6793 dtn1_10 ADB2 125 N dtn1_10->dtn1_9->dtn1_10->dtn1_9->ADB2
3504.2000 M1616 2004093 2 340.9168 dtn1_10 ADB2 134 N dtn1_10->dtn1_9->ADB2
3511.3000 M1597 1764811 1 374.4459 dtn1_9 ADB2 133 N dtn1_9->ADB2
3520.6000 M1672 2305644 1 250.7159 dtn1_9 ADB2 135 N dtn1_9->ADB2
3528.5000 M1168 1970886 4 1222.6681 dtn1_10 ADB2 119 N dtn1_10->dtn1_9->dtn1_10->dtn1_9->ADB2
3535.8000 M1389 1824126 3 808.6551 dtn1_9 ADB2 126 N dtn1_9->dtn1_10->dtn1_9->ADB2
3539.9000 M1744 1000068 1 114.9666 dtn1_9 ADB2 138 N dtn1_9->ADB2
3544.3000 M1666 1089980 1 279.2721 dtn1_9 ADB2 135 N dtn1_9->ADB2
3552.8000 M1503 2110252 2 620.1677 dtn1_10 ADB2 129 N dtn1_10->dtn1_9->ADB2
3558.3000 M1752 1373406 1 128.2635 dtn1_9 ADB2 137 N dtn1_9->ADB2
3564.1000 M1724 1438273 1 175.0482 dtn1_9 ADB2 137 N dtn1_9->ADB2
3569.0000 M1734 1218968 1 161.6994 dtn1_9 ADB2 137 N dtn1_9->ADB2
3573.7000 M1723 1154146 1 185.7975 dtn1_9 ADB2 136 N dtn1_9->ADB2
3583.9000 M1371 2537349 3 899.5506 dtn1_9 ADB2 125 N dtn1_9->dtn1_10->dtn1_9->ADB2
3593.7000 M1780 2425076 1 82.4950 dtn1_9 ADB2 138 N dtn1_9->ADB2
3603.3000 M1574 2377183 2 520.6301 dtn1_10 ADB2 131 N dtn1_10->dtn1_9->ADB2
3611.2000 M1818 1965808 1 15.5458 dtn1_9 ADB2 139 N dtn1_9->ADB2
3620.1000 M1421 2202564 3 838.8771 dtn1_9 ADB2 126 N dtn1_9->dtn1_10->dtn1_9->ADB2
3627.1000 M1439 1736918 3 820.1571 dtn1_9 ADB2 126 N dtn1_9->dtn1_10->dtn1_9->ADB2
3631.6000 M1811 1103389 1 55.9421 dtn1_9 ADB2 139 N dtn1_9->ADB2
3634.2000 M1657 1187480 4 386.6405 dtn2_15 ADB2 133 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
3634.9419 M1605 1861219 4 480.0001 dtn2_11 ADB2 131 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
3641.8000 M1806 1678964 1 76.6071 dtn1_10 ADB2 138 N dtn1_10->ADB2
3653.4000 M1684 2885506 1 345.6330 dtn1_10 ADB2 134 N dtn1_10->ADB2
3660.8000 M1682 1841054 1 363.1969 dtn1_10 ADB2 133 N dtn1_10->ADB2
3670.8000 M1823 2484680 1 64.5956 dtn1_10 ADB2 138 N dtn1_10->ADB2
3676.3491 M1719 1379973 1 294.7331 dtn1_10 ADB2 135 N dtn1_10->ADB2
3683.7000 M1741 1821156 1 265.7673 dtn1_10 ADB2 135 N dtn1_10->ADB2
3692.9000 M1796 2278140 1 147.4618 dtn1_10 ADB2 137 N dtn1_10->ADB2
3697.3000 M1718 1095481 1 319.6701 dtn1_10 ADB2 134 N dtn1_10->ADB2
3703.4933 M1705 1548064 1 348.8919 dtn1_10 ADB2 134 N dtn1_10->ADB2
3714.5000 M1737 2737689 1 304.1059 dtn1_10 ADB2 134 N dtn1_10->ADB2
3725.6000 M1670 2771593 1 457.6782 dtn1_10 ADB2 132 N dtn1_10->ADB2
3730.0291 M1888 1105532 1 9.5127 dtn1_10 ADB2 139 N dtn1_10->ADB2
3741.2000 M1703 2789759 1 388.3645 dtn1_10 ADB2 133 N dtn1_10->ADB2
3746.0000 M1687 1177902 1 431.5339 dtn1_10 ADB2 132 N dtn1_10->ADB2
3756.5000 M1851 1147921 1 103.7431 dtn1_9 ADB2 138 N dtn1_9->ADB2
3765.6000 M1868 2274493 1 87.1171 dtn1_9 ADB2 138 N dtn1_9->ADB2
3775.1000 M1915 2374704 1 14.5291 dtn1_9 ADB2 139 N dtn1_9->ADB2
3784.3000 M1889 2291915 1 63.0773 dtn1_9 ADB2 138 N dtn1_9->ADB2
3789.4000 M1900 1253215 1 55.1639 dtn1_9 ADB2 139 N dtn1_9->ADB2
3798.9000 M1919 2363191 1 30.8118 dtn1_9 ADB2 139 N dtn1_9->ADB2
3807.1000 M1926 2033425 1 17.5937 dtn1_9 ADB2 139 N dtn1_9->ADB2
3816.4000 M1824 2315558 1 208.6555 dtn1_9 ADB2 136 N dtn1_9->ADB2
3820.8000 M1935 1089318 1 23.5006 dtn1_9 ADB2 139 N dtn1_9->ADB2
3832.5000 M1822 2907029 1 226.8151 dtn1_9 ADB2 136 N dtn1_9->ADB2
3842.1000 M1923 2397402 1 57.4427 dtn1_9 ADB2 139 N dtn1_9->ADB2
3851.8000 M1882 2414690 1 143.5758 dtn1_9 ADB2 137 N dtn1_9->ADB2
3858.0000 M1932 1526838 1 63.8030 dtn1_9 ADB2 138 N dtn1_9->ADB2
3868.0000 M1918 2487355 1 100.5021 dtn1_9 ADB2 138 N dtn1_9->ADB2
3877.1000 M1847 2259354 1 227.2688 dtn1_9 ADB2 136 N dtn1_9->ADB2
3882.9000 M1817 1427619 1 289.9285 dtn1_9 ADB2 135 N dtn1_9->ADB2
3891.5000 M1611 2141555 2 730.1239 dtn1_10 ADB2 127 N dtn1_10->dtn1_9->ADB2
3898.4000 M1841 1701517 1 256.7348 dtn1_9 ADB2 135 N dtn1_9->ADB2
3906.2000 M1962 1928183 1 40.9580 dtn1_9 ADB2 139 N dtn1_9->ADB2
3917.8000 M1971 2887355 1 37.2798 dtn1_9 ADB2 139 N dtn1_9->ADB2
3926.8000 M1953 2230902 1 81.9134 dtn1_9 ADB2 138 N dtn1_9->ADB2
3937.1000 M1972 2566990 1 55.6541 dtn1_9 ADB2 139 N dtn1_9->ADB2
3942.4000 M1998 1309691 1 5.6643 dtn1_9 ADB2 139 N dtn1_9->ADB2
3947.1000 M1963 1167548 1 81.7631 dtn1_9 ADB2 138 N dtn1_9->ADB2
3947.9000 M1686 1601090 6 635.5581 dtn2_14 ADB2 129 N dtn2_14->dtn2_12->dtn2_13->ADB3->WIFI_5->WIFI_4->ADB2
3949.0000 M1419 2745443 4 1171.4638 dtn2_13 ADB2 120 N dtn2_13->ADB3->WIFI_5->WIFI_4->ADB2
3957.4000 M1812 2092693 1 379.1684 dtn1_6 ADB2 133 N dtn1_6->ADB2
3965.9000 M1798 2108702 1 417.8431 dtn1_6 ADB2 133 N dtn1_6->ADB2
3970.8000 M1783 1208254 1 453.7326 dtn1_6 ADB2 132 N dtn1_6->ADB2
3979.1000 M1879 2068794 1 276.8951 dtn1_6 ADB2 135 N dtn1_6->ADB2
3984.9000 M1765 1446171 1 500.5900 dtn1_6 ADB2 131 N dtn1_6->ADB2
3991.9000 M1914 1746338 1 233.4616 dtn1_6 ADB2 136 N dtn1_6->ADB2
3997.0000 M1934 1257398 1 200.5369 dtn1_6 ADB2 136 N dtn1_6->ADB2
4008.7000 M1842 2908561 1 366.5114 dtn1_6 ADB2 133 N dtn1_6->ADB2
4017.5000 M1813 2191242 1 438.2657 dtn1_6 ADB2 132 N dtn1_6->ADB2
4022.1000 M1804 1144680 1 464.0508 dtn1_6 ADB2 132 N dtn1_6->ADB2
4030.9000 M1846 2178807 1 381.0785 dtn1_6 ADB2 133 N dtn1_6->ADB2
4041.4000 M2047 2608566 1 20.5939 dtn1_6 ADB2 139 N dtn1_6->ADB2
4046.6000 M2036 1285932 1 44.3126 dtn1_6 ADB2 139 N dtn1_6->ADB2
4052.5000 M1898 1472280 1 318.4439 dtn1_6 ADB2 134 N dtn1_6->ADB2
4058.5000 M2066 1488695 1 9.1427 dtn1_6 ADB2 139 N dtn1_6->ADB2
4069.8000 M1943 2817356 1 250.4527 dtn1_6 ADB2 135 N dtn1_6->ADB2
4077.9000 M1814 2016986 1 497.4117 dtn1_6 ADB2 131 N dtn1_6->ADB2
4089.0000 M1753 2771590 1 654.7275 dtn1_6 ADB2 129 N dtn1_6->ADB2
4098.4586 M1858 2355401 1 429.6898 dtn1_6 ADB2 132 N dtn1_6->ADB2
4104.0000 M1789 1384403 1 578.5488 dtn1_6 ADB2 130 N dtn1_6->ADB2
4111.8000 M1981 1941730 1 206.1494 dtn1_6 ADB2 136 N dtn1_6->ADB2
4121.1000 M1808 2304278 1 551.0456 dtn1_6 ADB2 130 N dtn1_6->ADB2
4131.0000 M2075 2461016 1 51.4337 dtn1_6 ADB2 139 N dtn1_6->ADB2
4139.5000 M2061 2110414 1 97.6982 dtn1_6 ADB2 138 N dtn1_6->ADB2
4148.9000 M2034 2325621 1 149.7490 dtn1_6 ADB2 137 N dtn1_6->ADB2
4157.0000 M1853 2001210 1 501.3534 dtn1_6 ADB2 131 N dtn1_6->ADB2
4166.3000 M2080 2300299 1 80.6153 dtn1_6 ADB2 138 N dtn1_6->ADB2
4178.3000 M1875 2996762 1 482.4928 dtn1_6 ADB2 131 N dtn1_6->ADB2
4188.7000 M2020 2598708 1 213.1126 dtn1_6 ADB2 136 N dtn1_6->ADB2
4199.1000 M1916 2599321 1 437.2935 dtn1_6 ADB2 132 N dtn1_6->ADB2
4207.9000 M2123 2183620 1 28.0850 dtn1_6 ADB2 139 N dtn1_6->ADB2
4217.4000 M2129 2364859 1 19.9362 dtn1_6 ADB2 139 N dtn1_6->ADB2
4226.5000 M1990 2255676 1 305.7218 dtn1_6 ADB2 134 N dtn1_6->ADB2
4233.6000 M1995 1758786 1 301.9829 dtn1_6 ADB2 134 N dtn1_6->ADB2
4234.2000 M2138 1312475 4 27.5348 dtn2_11 ADB2 139 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
4234.8000 M2143 1365369 4 19.8043 dtn2_11 ADB2 139 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
4235.6000 M2139 2008209 4 27.6023 dtn2_11 ADB2 139 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
4247.0000 M1970 2825546 2 367.1912 dtn1_10 ADB2 133 N dtn1_10->dtn1_9->ADB2
4256.3000 M2027 2321482 2 274.4724 dtn1_10 ADB2 135 N dtn1_10->dtn1_9->ADB2
4264.9000 M1771 2142754 2 772.7051 dtn1_10 ADB2 127 N dtn1_10->dtn1_9->ADB2
4276.5000 M2160 2889598 1 16.4036 dtn1_9 ADB2 139 N dtn1_9->ADB2
4282.4000 M2156 1462994 1 28.0645 dtn1_9 ADB2 139 N dtn1_9->ADB2
4289.5000 M2039 1757621 1 278.5290 dtn1_9 ADB2 135 N dtn1_9->ADB2
4298.3000 M2172 2176781 1 12.0406 dtn1_9 ADB2 139 N dtn1_9->ADB2
