# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
4306.4000 M2053 2011519 2 272.8521 dtn1_10 ADB2 135 N dtn1_10->dtn1_9->ADB2
4318.0000 M2177 2889229 1 20.5562 dtn1_9 ADB2 139 N dtn1_9->ADB2
4326.6000 M2169 2147631 1 58.1556 dtn1_9 ADB2 139 N dtn1_9->ADB2
4333.7000 M1860 1768177 2 664.0431 dtn1_10 ADB2 128 N dtn1_10->dtn1_9->ADB2
4340.4000 M1955 1658286 2 493.9221 dtn1_10 ADB2 131 N dtn1_10->dtn1_9->ADB2
4352.0606 M1941 2906178 2 538.1024 dtn1_10 ADB2 131 N dtn1_10->dtn1_9->ADB2
4357.1000 M2167 1254138 1 89.4647 dtn1_9 ADB2 138 N dtn1_9->ADB2
4364.1000 M2038 1745006 1 355.2524 dtn1_9 ADB2 134 N dtn1_9->ADB2
4373.4000 M2135 2324971 1 173.1062 dtn1_9 ADB2 137 N dtn1_9->ADB2
4383.4000 M1948 2494131 2 550.0266 dtn1_10 ADB2 130 N dtn1_10->dtn1_9->ADB2
4394.0000 M1950 2649566 2 555.6128 dtn1_10 ADB2 130 N dtn1_10->dtn1_9->ADB2
4399.2000 M2199 1286403 1 65.9413 dtn1_9 ADB2 138 N dtn1_9->ADB2
4403.5000 M2124 1054648 1 223.4828 dtn1_9 ADB2 136 N dtn1_9->ADB2
4411.4000 M2031 1965784 1 422.9610 dtn1_9 ADB2 132 N dtn1_9->ADB2
4423.2000 M2238 2930845 1 20.2580 dtn1_9 ADB2 139 N dtn1_9->ADB2
4435.1000 M2247 2970276 1 21.9877 dtn1_9 ADB2 139 N dtn1_9->ADB2
4447.6000 M2115 2247912 1 289.3175 dtn1_7 ADB2 135 N dtn1_7->ADB2
4453.4000 M2024 1448615 2 476.3442 dtn1_8 ADB2 132 N dtn1_8->dtn1_7->ADB2
4458.5000 M2231 1257471 1 70.7851 dtn1_7 ADB2 138 N dtn1_7->ADB2
4462.7000 M2206 1034422 1 112.9925 dtn1_7 ADB2 138 N dtn1_7->ADB2
4470.3000 M2239 1890146 1 67.0688 dtn1_7 ADB2 138 N dtn1_7->ADB2
4481.4000 M2116 2758197 1 317.9503 dtn1_7 ADB2 134 N dtn1_7->ADB2
4491.0000 M2107 2388907 1 353.7706 dtn1_7 ADB2 134 N dtn1_7->ADB2
4497.3000 M2219 1569471 1 126.7123 dtn1_7 ADB2 137 N dtn1_7->ADB2
4505.4000 M2100 2009930 1 377.6808 dtn1_7 ADB2 133 N dtn1_7->ADB2
4516.3000 M1958 2712142 2 665.0719 dtn1_8 ADB2 128 N dtn1_8->dtn1_7->ADB2
4525.4000 M2295 2254918 1 41.1219 dtn1_7 ADB2 139 N dtn1_7->ADB2
4533.3000 M1942 2524974 6 718.3075 dtn2_13 ADB2 128 N dtn2_13->dtn2_12->dtn2_13->ADB3->WIFI_5->WIFI_4->ADB2
4547.8000 M2230 2732445 1 160.0915 dtn1_8 ADB2 137 N dtn1_8->ADB2
4556.0000 M2088 2026220 1 453.7925 dtn1_8 ADB2 132 N dtn1_8->ADB2
4560.5000 M2252 1101263 1 142.2091 dtn1_8 ADB2 137 N dtn1_8->ADB2
4567.6000 M2302 1761304 1 68.7168 dtn1_8 ADB2 138 N dtn1_8->ADB2
4573.2000 M2225 1393217 1 195.6197 dtn1_8 ADB2 136 N dtn1_8->ADB2
4579.2000 M2282 1492230 1 115.9735 dtn1_8 ADB2 138 N dtn1_8->ADB2
4591.2000 M2125 2991920 1 408.3269 dtn1_8 ADB2 133 N dtn1_8->ADB2
4602.9000 M2285 2900877 1 132.4013 dtn1_8 ADB2 137 N dtn1_8->ADB2
4611.7478 M2233 2200719 1 216.7697 dtn1_8 ADB2 136 N dtn1_8->ADB2
4619.5000 M2318 1915461 1 78.3351 dtn1_8 ADB2 138 N dtn1_8->ADB2
4631.5000 M2273 2981176 1 183.5708 dtn1_8 ADB2 136 N dtn1_8->ADB2
4638.7935 M2202 1802310 1 299.5786 dtn1_8 ADB2 135 N dtn1_8->ADB2
4650.7000 M2079 2952954 1 565.2329 dtn1_8 ADB2 130 N dtn1_8->ADB2
4659.1000 M2338 2085789 1 79.6398 dtn1_8 ADB2 138 N dtn1_8->ADB2
4669.9000 M2322 2692798 1 117.5307 dtn1_8 ADB2 138 N dtn1_8->ADB2
4680.2000 M2276 2569946 1 229.8541 dtn1_8 ADB2 136 N dtn1_8->ADB2
4687.7000 M2141 1852973 1 473.8946 dtn1_8 ADB2 132 N dtn1_8->ADB2
4698.7000 M2222 2735621 1 324.5146 dtn1_8 ADB2 134 N dtn1_8->ADB2
4708.8000 M2342 2500797 1 122.8508 dtn1_8 ADB2 137 N dtn1_8->ADB2
4715.9000 M2271 1769055 1 268.0692 dtn1_8 ADB2 135 N dtn1_8->ADB2
4727.0000 M2144 2757290 1 511.1654 dtn1_8 ADB2 131 N dtn1_8->ADB2
4737.3000 M2064 2569349 1 692.3454 dtn1_8 ADB2 128 N dtn1_8->ADB2
4744.6000 M2376 1809029 1 92.8851 dtn1_8 ADB2 138 N dtn1_8->ADB2
4749.5000 M2351 1206101 1 141.0259 dtn1_8 ADB2 137 N dtn1_8->ADB2
4755.5000 M2410 1482124 1 50.3432 dtn1_8 ADB2 139 N dtn1_8->ADB2
4763.2000 M2098 1914792 1 637.8232 dtn1_8 ADB2 129 N dtn1_8->ADB2
4770.3000 M2369 1757700 1 130.4554 dtn1_8 ADB2 137 N dtn1_8->ADB2
4781.1000 M2440 2687396 1 23.8524 dtn1_8 ADB2 139 N dtn1_8->ADB2
4787.4000 M2126 1569839 1 603.4393 dtn1_8 ADB2 129 N dtn1_8->ADB2
4796.9000 M2438 2369544 1 42.5176 dtn1_8 ADB2 139 N dtn1_8->ADB2
4803.0000 M2340 1500376 1 222.4490 dtn1_8 ADB2 136 N dtn1_8->ADB2
4813.3000 M2415 2565218 1 99.1323 dtn1_8 ADB2 138 N dtn1_8->ADB2
4824.2000 M2425 2711230 1 93.6635 dtn1_8 ADB2 138 N dtn1_8->ADB2
4833.6000 M2449 2336446 1 58.1180 dtn1_8 ADB2 139 N dtn1_8->ADB2
4845.3000 M2475 2915204 1 19.6168 dtn1_8 ADB2 139 N dtn1_8->ADB2
4852.1000 M2403 1686132 1 164.0843 dtn1_8 ADB2 137 N dtn1_8->ADB2
4860.0000 M2471 1951570 1 37.3684 dtn1_8 ADB2 139 N dtn1_8->ADB2
4871.1000 M2185 2769214 1 561.3338 dtn1_8 ADB2 130 N dtn1_8->ADB2
4879.7000 M2480 2147007 1 34.9829 dtn1_8 ADB2 139 N dtn1_8->ADB2
4886.6000 M2486 1717630 1 30.5800 dtn1_8 ADB2 139 N dtn1_8->ADB2
4898.4000 M2434 2933878 1 147.4504 dtn1_8 ADB2 137 N dtn1_8->ADB2
4906.7000 M2500 2066406 1 24.6481 dtn1_8 ADB2 139 N dtn1_8->ADB2
4915.5000 M2487 2184618 1 58.2638 dtn1_8 ADB2 139 N dtn1_8->ADB2
4920.6000 M2463 1254087 1 113.0281 dtn1_8 ADB2 138 N dtn1_8->ADB2
4921.5000 M1965 1932085 6 1049.5980 dtn2_13 ADB2 122 N dtn2_13->dtn2_12->dtn2_13->ADB3->WIFI_5->WIFI_4->ADB2
4922.2000 M2267 1541924 4 482.7548 dtn2_15 ADB2 131 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
4933.8000 M2442 1334030 2 171.1917 dtn1_6 ADB2 137 N dtn1_6->dtn1_7->ADB2
4940.6000 M2317 1684501 2 405.1642 dtn1_6 ADB2 133 N dtn1_6->dtn1_7->ADB2
4950.1000 M2400 2370063 1 267.9478 dtn1_7 ADB2 135 N dtn1_7->ADB2
4960.8000 M2488 2670122 1 96.0646 dtn1_7 ADB2 138 N dtn1_7->ADB2
4970.4000 M2514 2386611 1 58.9691 dtn1_7 ADB2 139 N dtn1_7->ADB2
4976.9000 M2474 1612477 1 152.4456 dtn1_7 ADB2 137 N dtn1_7->ADB2
4988.3000 M2536 2836481 1 37.3902 dtn1_7 ADB2 139 N dtn1_7->ADB2
4992.5000 M2106 1045705 3 860.8678 dtn1_7 ADB2 125 N dtn1_7->dtn1_6->dtn1_7->ADB2
5004.2000 M2408 2922282 2 302.4619 dtn1_6 ADB2 134 N dtn1_6->dtn1_7->ADB2
5011.1000 M2427 1720455 2 280.0060 dtn1_6 ADB2 135 N dtn1_6->dtn1_7->ADB2
5022.3000 M2164 2798601 3 756.0423 dtn1_7 ADB2 127 N dtn1_7->dtn1_6->dtn1_7->ADB2
5033.9000 M2482 2883074 1 188.6519 dtn1_7 ADB2 136 N dtn1_7->ADB2
5041.2711 M2451 1839701 1 262.2684 dtn1_7 ADB2 135 N dtn1_7->ADB2
5047.1000 M2406 1447796 2 351.4908 dtn1_6 ADB2 134 N dtn1_6->dtn1_7->ADB2
5054.7000 M2416 1888647 1 339.4074 dtn1_7 ADB2 134 N dtn1_7->ADB2
5063.1000 M2453 2097515 1 282.8905 dtn1_7 ADB2 135 N dtn1_7->ADB2
5069.8000 M2373 1659118 2 425.6801 dtn1_6 ADB2 132 N dtn1_6->dtn1_7->ADB2
5079.6000 M2525 2449816 1 147.9388 dtn1_7 ADB2 137 N dtn1_7->ADB2
5086.1000 M2517 1622645 1 166.7298 dtn1_7 ADB2 137 N dtn1_7->ADB2
5093.6000 M2314 1860216 2 563.2008 dtn1_6 ADB2 130 N dtn1_6->dtn1_7->ADB2
5098.8000 M2522 1296887 1 169.5823 dtn1_7 ADB2 137 N dtn1_7->ADB2
5110.2000 M2587 2849229 1 41.0674 dtn1_7 ADB2 139 N dtn1_7->ADB2
5122.0000 M2596 2948275 1 26.4309 dtn1_7 ADB2 139 N dtn1_7->ADB2
5132.3000 M2407 2553583 2 435.6119 dtn1_6 ADB2 132 N dtn1_6->dtn1_7->ADB2
5141.5000 M2539 2297144 1 186.7838 dtn1_7 ADB2 136 N dtn1_7->ADB2
5146.9000 M2595 1349651 1 51.9815 dtn1_7 ADB2 139 N dtn1_7->ADB2
5150.9000 N25 1000000 1 131.3119 ADB2 dtn1_7 137 N ADB2->dtn1_7
5151.7000 M2528 1798204 4 215.2003 dtn2_15 ADB2 136 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
5152.1000 M2580 1005521 4 90.1278 dtn2_15 ADB2 138 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
5163.4720 M2530 2081355 1 224.9374 dtn1_6 ADB2 136 N dtn1_6->ADB2
5172.3000 M2467 2185606 1 354.3759 dtn1_6 ADB2 134 N dtn1_6->ADB2
5184.3000 M2476 2993421 1 356.8188 dtn1_6 ADB2 134 N dtn1_6->ADB2
5193.1000 M2460 2186600 1 389.8357 dtn1_6 ADB2 133 N dtn1_6->ADB2
5204.8000 M2569 2912293 1 168.4686 dtn1_6 ADB2 137 N dtn1_6->ADB2
5208.9000 M2533 1020063 2 259.7298 dtn1_8 ADB2 135 N dtn1_8->dtn1_6->ADB2
5214.5000 M2481 1391553 1 369.4546 dtn1_6 ADB2 133 N dtn1_6->ADB2
5223.2000 M2588 2165051 1 152.9073 dtn1_6 ADB2 137 N dtn1_6->ADB2
5227.6000 M2649 1077343 1 27.6645 dtn1_6 ADB2 139 N dtn1_6->ADB2
5238.9000 M2644 2801444 1 46.5054 dtn1_6 ADB2 139 N dtn1_6->ADB2
5248.0000 M2478 2256541 1 413.0488 dtn1_6 ADB2 133 N dtn1_6->ADB2
5260.0000 M2506 2983414 1 366.3763 dtn1_6 ADB2 133 N dtn1_6->ADB2
5264.8000 M2584 1199956 1 197.0108 dtn1_6 ADB2 136 N dtn1_6->ADB2
5269.4000 M2659 1139150 1 57.6439 dtn1_6 ADB2 139 N dtn1_6->ADB2
5277.1000 M2560 1901242 1 270.8257 dtn1_6 ADB2 135 N dtn1_6->ADB2
5283.5000 M2473 1589660 1 459.8026 dtn1_6 ADB2 132 N dtn1_6->ADB2
5290.1000 M2518 1627622 1 368.5736 dtn1_6 ADB2 133 N dtn1_6->ADB2
5295.1000 M2362 1230074 2 670.8482 dtn1_7 ADB2 128 N dtn1_7->dtn1_6->ADB2
5304.9000 M2570 2425333 1 267.9644 dtn1_6 ADB2 135 N dtn1_6->ADB2
5314.1000 M2629 2291456 1 140.8439 dtn1_6 ADB2 137 N dtn1_6->ADB2
5319.2000 M2677 1254210 1 79.9630 dtn1_6 ADB2 138 N dtn1_6->ADB2
5324.0000 M2549 1186894 1 340.1590 dtn1_6 ADB2 134 N dtn1_6->ADB2
5329.5000 M2511 1364812 1 424.8695 dtn1_6 ADB2 132 N dtn1_6->ADB2
5339.3000 M2723 2441388 1 17.2212 dtn1_6 ADB2 139 N dtn1_6->ADB2
5343.9000 M2544 1147062 1 370.8309 dtn1_6 ADB2 133 N dtn1_6->ADB2
5349.9000 M2725 1486667 1 25.5439 dtn1_6 ADB2 139 N dtn1_6->ADB2
5358.7000 M2734 2194903 1 11.2258 dtn1_6 ADB2 139 N dtn1_6->ADB2
5370.9000 M2682 1535839 1 120.5021 dtn1_8 ADB2 137 N dtn1_8->ADB2
5379.4000 M2695 2120869 1 100.4379 dtn1_8 ADB2 138 N dtn1_8->ADB2
5389.1000 M2746 2404591 1 23.4122 dtn1_8 ADB2 139 N dtn1_8->ADB2
5396.2000 M2599 1765569 1 297.5819 dtn1_8 ADB2 135 N dtn1_8->ADB2
5399.6000 N22 1000000 3 514.3233 ADB2 dtn1_7 131 N ADB2->dtn1_8->dtn1_6->dtn1_7
5405.7000 M2538 2362645 3 453.7034 dtn1_8 ADB2 132 N dtn1_8->dtn1_6->dtn1_8->ADB2
5413.5000 M2676 1925922 1 177.5757 dtn1_8 ADB2 137 N dtn1_8->ADB2
5419.4000 M2634 1464299 1 236.8716 dtn1_8 ADB2 136 N dtn1_8->ADB2
5430.9000 M2720 2853401 1 113.2555 dtn1_8 ADB2 138 N dtn1_8->ADB2
5439.8000 M2758 2211629 1 48.9886 dtn1_8 ADB2 139 N dtn1_8->ADB2
5447.3000 M2702 1854765 1 155.8904 dtn1_8 ADB2 137 N dtn1_8->ADB2
5457.8000 M2740 2615221 1 100.6436 dtn1_8 ADB2 138 N dtn1_8->ADB2
5462.8000 M2767 1229865 1 58.3147 dtn1_8 ADB2 139 N dtn1_8->ADB2
5467.0000 M2666 1038520 1 244.5651 dtn1_8 ADB2 135 N dtn1_8->ADB2
5478.3000 M2793 2806280 1 21.8687 dtn1_8 ADB2 139 N dtn1_8->ADB2
5496.2000 M2639 1198288 1 306.9004 dtn1_10 ADB2 134 N dtn1_10->ADB2
5508.0000 M2628 2946253 2 342.1442 dtn1_9 ADB2 134 N dtn1_9->dtn1_10->ADB2
5517.8000 M2701 2449789 1 227.9251 dtn1_10 ADB2 136 N dtn1_10->ADB2
5522.3000 M2491 1121014 2 648.8151 dtn1_9 ADB2 129 N dtn1_9->dtn1_10->ADB2
5526.7000 M2784 1077105 1 84.1451 dtn1_10 ADB2 138 N dtn1_10->ADB2
5531.2000 M2691 1114435 1 264.8375 dtn1_10 ADB2 135 N dtn1_10->ADB2
5538.6000 M2774 1846666 1 122.1582 dtn1_10 ADB2 137 N dtn1_10->ADB2
5544.2000 M2730 1390403 1 210.1213 dtn1_10 ADB2 136 N dtn1_10->ADB2
5550.9000 M2731 1672815 1 211.8496 dtn1_10 ADB2 136 N dtn1_10->ADB2
5560.6000 M2716 2420213 1 251.7867 dtn1_10 ADB2 135 N dtn1_10->ADB2
5567.1000 M2722 1608378 1 248.5312 dtn1_10 ADB2 135 N dtn1_10->ADB2
5576.9000 M2795 2434464 1 110.6745 dtn1_10 ADB2 138 N dtn1_10->ADB2
5587.9000 M2650 2730645 1 387.6642 dtn1_10 ADB2 133 N dtn1_10->ADB2
5597.1000 M2820 2283409 1 56.8675 dtn1_10 ADB2 139 N dtn1_10->ADB2
5601.9000 M2683 1192752 1 348.2701 dtn1_10 ADB2 134 N dtn1_10->ADB2
5607.9000 M2735 1493969 1 260.2160 dtn1_10 ADB2 135 N dtn1_10->ADB2
5617.9000 M2807 2499768 1 130.6857 dtn1_10 ADB2 137 N dtn1_10->ADB2
5627.2000 M2854 2300171 1 15.7585 dtn1_10 ADB2 139 N dtn1_10->ADB2
5639.2000 M2762 2978745 1 245.0092 dtn1_10 ADB2 135 N dtn1_10->ADB2
5649.9000 M2779 2669411 1 219.7537 dtn1_10 ADB2 136 N dtn1_10->ADB2
5661.3000 M2857 2830945 1 44.9252 dtn1_10 ADB2 139 N dtn1_10->ADB2
5666.3000 M2706 1241180 1 372.6035 dtn1_10 ADB2 133 N dtn1_10->ADB2
5674.7000 M2707 2087876 1 379.5559 dtn1_10 ADB2 133 N dtn1_10->ADB2
5682.7000 M2844 1999125 1 99.1047 dtn1_10 ADB2 138 N dtn1_10->ADB2
5693.5000 M2874 2694027 1 60.3390 dtn1_10 ADB2 138 N dtn1_10->ADB2
5698.0000 M2893 1123893 1 35.4194 dtn1_10 ADB2 139 N dtn1_10->ADB2
5702.7000 M2733 1159865 1 357.1230 dtn1_10 ADB2 134 N dtn1_10->ADB2
5712.5000 M2798 2444017 1 244.9653 dtn1_10 ADB2 135 N dtn1_10->ADB2
5718.7000 M2769 1545969 1 308.1675 dtn1_10 ADB2 134 N dtn1_10->ADB2
5730.2000 M2645 2861630 1 535.9078 dtn1_10 ADB2 131 N dtn1_10->ADB2
5740.9000 M2914 2657289 1 38.8140 dtn1_10 ADB2 139 N dtn1_10->ADB2
5745.2000 M2894 1052590 1 82.3636 dtn1_10 ADB2 138 N dtn1_10->ADB2
5754.7000 M2916 2358637 1 42.7531 dtn1_10 ADB2 139 N dtn1_10->ADB2
5763.8000 M2904 2250440 1 76.2097 dtn1_10 ADB2 138 N dtn1_10->ADB2
5770.0724 M2920 1563099 1 54.2913 dtn1_10 ADB2 139 N dtn1_10->ADB2
5778.2000 M2915 2012762 1 72.1927 dtn1_10 ADB2 138 N dtn1_10->ADB2
5782.5000 M2664 1070438 1 562.3862 dtn1_10 ADB2 130 N dtn1_10->ADB2
5790.1576 M2950 1911019 1 13.5667 dtn1_10 ADB2 139 N dtn1_10->ADB2
5801.8000 M2957 2900948 1 15.0707 dtn1_10 ADB2 139 N dtn1_10->ADB2
5811.0000 M2693 2280882 1 536.5284 dtn1_10 ADB2 131 N dtn1_10->ADB2
5819.2000 M2925 2046790 1 88.2707 dtn1_10 ADB2 138 N dtn1_10->ADB2
5825.8000 M2961 1632442 1 35.6424 dtn1_10 ADB2 139 N dtn1_10->ADB2
5836.8000 M2972 2738332 1 23.0374 dtn1_10 ADB2 139 N dtn1_10->ADB2
5841.7000 M2829 1224284 2 282.1566 dtn1_6 ADB2 135 N dtn1_6->dtn1_7->ADB2
5849.7000 M2934 1999629 1 106.5857 dtn1_7 ADB2 138 N dtn1_7->ADB2
5859.5000 M2794 2447861 2 399.3509 dtn1_6 ADB2 133 N dtn1_6->dtn1_7->ADB2
5869.9000 M2840 2579315 1 291.2090 dtn1_7 ADB2 135 N dtn1_7->ADB2
5877.7000 M2815 1926841 1 349.1065 dtn1_7 ADB2 134 N dtn1_7->ADB2
5881.8000 M2808 1018603 2 389.0192 dtn1_6 ADB2 133 N dtn1_6->dtn1_7->ADB2
5886.3000 M2860 1121947 1 266.4407 dtn1_7 ADB2 135 N dtn1_7->ADB2
5895.7000 M2809 2349820 1 402.0135 dtn1_7 ADB2 133 N dtn1_7->ADB2
5902.2000 M3002 1618466 1 35.3080 dtn1_7 ADB2 139 N dtn1_7->ADB2
5907.4000 M2947 1294149 1 134.2680 dtn1_7 ADB2 137 N dtn1_7->ADB2
5915.7000 M2978 2057934 1 85.0284 dtn1_7 ADB2 138 N dtn1_7->ADB2
5920.4000 M2912 1163642 1 219.5517 dtn1_7 ADB2 136 N dtn1_7->ADB2
5926.0000 M2917 1391538 1 213.7844 dtn1_7 ADB2 136 N dtn1_7->ADB2
5932.9000 M2909 1709485 1 233.7164 dtn1_7 ADB2 136 N dtn1_7->ADB2
5942.7000 M2744 2426739 2 580.5161 dtn1_6 ADB2 130 N dtn1_6->dtn1_7->ADB2
5948.1000 M2911 1339491 1 247.2545 dtn1_7 ADB2 135 N dtn1_7->ADB2
5954.9000 M2823 1691516 2 410.8126 dtn1_6 ADB2 133 N dtn1_6->dtn1_7->ADB2
5964.8000 M2851 2465490 2 359.1090 dtn1_6 ADB2 134 N dtn1_6->dtn1_7->ADB2
5974.6000 M3028 2440034 1 64.6835 dtn1_7 ADB2 138 N dtn1_7->ADB2
5984.2000 M2835 2379326 1 413.3241 dtn1_7 ADB2 133 N dtn1_7->ADB2
5989.1000 M2896 1221473 1 319.4978 dtn1_7 ADB2 134 N dtn1_7->ADB2
5999.4000 M3066 2559179 1 35.9691 dtn1_7 ADB2 139 N dtn1_7->ADB2
6010.9000 M3064 2850973 1 51.4022 dtn1_7 ADB2 139 N dtn1_7->ADB2
6016.5000 M2995 1390388 1 152.0347 dtn1_7 ADB2 137 N dtn1_7->ADB2
6023.4000 M2913 1709695 1 322.5244 dtn1_7 ADB2 134 N dtn1_7->ADB2
6030.4000 M2895 1726167 1 365.2836 dtn1_7 ADB2 133 N dtn1_7->ADB2
6037.6000 M2694 1791413 2 758.6959 dtn1_6 ADB2 127 N dtn1_6->dtn1_7->ADB2
6045.6000 M2977 1994587 1 221.1207 dtn1_7 ADB2 136 N dtn1_7->ADB2
6051.8000 M3096 1548876 1 11.7858 dtn1_7 ADB2 139 N dtn1_7->ADB2
6060.8000 M3089 2226931 1 30.6382 dtn1_7 ADB2 139 N dtn1_7->ADB2
6071.4000 M3042 2649758 1 138.9393 dtn1_7 ADB2 137 N dtn1_7->ADB2
6077.4000 M3100 1476873 1 28.8984 dtn1_7 ADB2 139 N dtn1_7->ADB2
6081.7000 M2907 1056752 1 392.4100 dtn1_7 ADB2 133 N dtn1_7->ADB2
6082.9000 M2778 2822765 4 657.3192 dtn2_11 ADB2 129 N dtn2_11->ADB3->WIFI_5->WIFI_4->ADB2
6083.8000 M2597 2081806 4 986.9329 dtn2_12 ADB2 123 N dtn2_12->ADB3->WIFI_5->WIFI_4->ADB2
6101.9000 M3122 2277433 1 9.1537 dtn1_7 ADB2 139 N dtn1_7->ADB2
6109.8000 M3123 1970794 1 16.6621 dtn1_7 ADB2 139 N dtn1_7->ADB2
6129.4000 M3069 2488890 1 154.1762 dtn1_9 ADB2 137 N dtn1_9->ADB2
6139.3000 M3113 2474790 1 67.7375 dtn1_9 ADB2 138 N dtn1_9->ADB2
6149.7000 M3043 2593202 1 216.6582 dtn1_9 ADB2 136 N dtn1_9->ADB2
6161.1000 M2971 2841673 1 349.7077 dtn1_9 ADB2 134 N dtn1_9->ADB2
6173.1000 M3101 2989181 1 124.3638 dtn1_9 ADB2 137 N dtn1_9->ADB2
6183.6000 M3115 2604373 1 110.7583 dtn1_9 ADB2 138 N dtn1_9->ADB2
6190.7000 M2986 1765811 1 334.1629 dtn1_9 ADB2 134 N dtn1_9->ADB2
6200.5000 M2987 2446668 1 343.9003 dtn1_9 ADB2 134 N dtn1_9->ADB2
6207.5000 M3081 1727949 1 204.8673 dtn1_9 ADB2 136 N dtn1_9->ADB2
6212.4000 M3084 1216066 1 197.5392 dtn1_9 ADB2 136 N dtn1_9->ADB2
6222.4000 M3163 2480159 1 53.3223 dtn1_9 ADB2 139 N dtn1_9->ADB2
6233.3000 M3103 2720586 1 179.9040 dtn1_9 ADB2 137 N dtn1_9->ADB2
6244.8000 M3180 2856971 1 35.6049 dtn1_9 ADB2 139 N dtn1_9->ADB2
6256.8000 M2975 2984237 1 436.3082 dtn1_9 ADB2 132 N dtn1_9->ADB2
6264.2000 M3076 1847974 1 271.9488 dtn1_9 ADB2 135 N dtn1_9->ADB2
6274.7000 M3024 2613698 1 369.3410 dtn1_9 ADB2 133 N dtn1_9->ADB2
6285.4000 M3007 2666258 1 409.5881 dtn1_9 ADB2 133 N dtn1_9->ADB2
6293.5000 M2970 2005743 1 483.3678 dtn1_9 ADB2 131 N dtn1_9->ADB2
6304.9000 M3021 2829465 1 403.3525 dtn1_9 ADB2 133 N dtn1_9->ADB2
6312.0000 M3201 1766000 1 65.3101 dtn1_9 ADB2 138 N dtn1_9->ADB2
6321.2000 M3203 2277368 1 72.6197 dtn1_9 ADB2 138 N dtn1_9->ADB2
6330.1000 M3211 2212265 1 57.6109 dtn1_9 ADB2 139 N dtn1_9->ADB2
6336.4000 M3235 1565070 1 16.8483 dtn1_9 ADB2 139 N dtn1_9->ADB2
6346.8000 M3243 2580250 1 10.4661 dtn1_9 ADB2 139 N dtn1_9->ADB2
6353.1000 M3239 1566546 1 23.1593 dtn1_9 ADB2 139 N dtn1_9->ADB2
6361.0000 M3126 1957967 1 262.7432 dtn1_9 ADB2 135 N dtn1_9->ADB2
6371.7000 M2985 2651939 1 515.4817 dtn1_9 ADB2 131 N dtn1_9->ADB2
6381.9000 M3231 2542363 1 66.6501 dtn1_9 ADB2 138 N dtn1_9->ADB2
6388.9000 M3265 1742786 1 13.2953 dtn1_9 ADB2 139 N dtn1_9->ADB2
6397.4000 M3104 2115200 1 340.7682 dtn1_9 ADB2 134 N dtn1_9->ADB2
6403.6000 M3271 1536174 1 14.4210 dtn1_9 ADB2 139 N dtn1_9->ADB2
6409.1000 M3276 1373083 1 10.5930 dtn1_9 ADB2 139 N dtn1_9->ADB2
6416.6000 M3277 1862059 1 16.1796 dtn1_9 ADB2 139 N dtn1_9->ADB2
6424.2000 M3134 1884397 1 316.3370 dtn1_9 ADB2 134 N dtn1_9->ADB2
6433.2000 M3267 2233061 1 53.0138 dtn1_9 ADB2 139 N dtn1_9->ADB2
6437.4000 M3156 1028835 1 280.5366 dtn1_9 ADB2 135 N dtn1_9->ADB2
6441.7000 M3292 1060621 1 10.2591 dtn1_9 ADB2 139 N dtn1_9->ADB2
6447.5000 M3297 1434693 1 6.0505 dtn1_9 ADB2 139 N dtn1_9->ADB2
6454.9000 M3296 1836875 1 14.5680 dtn1_9 ADB2 139 N dtn1_9->ADB2
6464.1000 M3170 2299484 1 276.2018 dtn1_6 ADB2 135 N dtn1_6->ADB2
6476.1000 M3213 2987533 1 200.7174 dtn1_6 ADB2 136 N dtn1_6->ADB2
6486.1000 M3303 1690171 1 28.0429 dtn1_9 ADB2 139 N dtn1_9->ADB2
6495.3000 M3320 2177673 1 8.9394 dtn1_9 ADB2 139 N dtn1_9->ADB2
6504.3000 M3321 2242112 1 17.5477 dtn1_9 ADB2 139 N dtn1_9->ADB2
6508.5000 M3325 1049642 1 13.7618 dtn1_9 ADB2 139 N dtn1_9->ADB2
6520.0000 M3323 2860362 1 31.5875 dtn1_9 ADB2 139 N dtn1_9->ADB2
6527.5000 M3326 1868616 1 32.6260 dtn1_9 ADB2 139 N dtn1_9->ADB2
6533.4000 M3341 1455822 1 11.8782 dtn1_9 ADB2 139 N dtn1_9->ADB2
6536.6000 N32 1000000 4 407.6032 ADB2 dtn2_11 133 N ADB2->WIFI_4->WIFI_5->ADB3->dtn2_11
6541.3000 M3348 1961684 1 11.9782 dtn1_9 ADB2 139 N dtn1_9->ADB2
6541.8000 M3225 1257389 4 237.5393 dtn2_15 ADB2 136 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
6542.4000 M3318 1356695 4 61.8291 dtn2_15 ADB2 138 N dtn2_15->ADB3->WIFI_5->WIFI_4->ADB2
6558.0000 M3150 2942096 3 421.6642 dtn1_8 ADB2 132 N dtn1_8->dtn1_7->dtn1_8->ADB2
6571.0000 M3167 2351964 1 390.8693 dtn1_10 ADB2 133 N dtn1_10->ADB2
6575.5000 M3273 1124431 1 181.1477 dtn1_10 ADB2 136 N dtn1_10->ADB2
